,CUX2,COL5A2,PENK,CARTPT,GAD2,RXFP1,LAMP5,CBLN2,SLC17A7,totalReads,area,x,y,experimentName,ROI_ID,layerData,layerCoordinate,lateralCoordinate
203,1,0,1,1,0,0,1,0,0,4,29926,13082,-3830,smFISH_Human_L2-L3_2018_04,204,3,-13381.24527,2598.056754
204,1,1,0,1,1,0,0,0,2,6,23908,13030,-3586,smFISH_Human_L2-L3_2018_04,205,3,-13306.80144,2359.943093
205,2,2,2,2,2,0,2,1,1,14,25486,12834,-3594,smFISH_Human_L2-L3_2018_04,206,3,-13112.39238,2386.117803
206,3,0,1,3,8,0,2,0,4,21,28270,12884,-3740,smFISH_Human_L2-L3_2018_04,207,3,-13175.7402,2526.841122
207,4,0,0,0,1,0,1,1,8,15,31694,11970,-1680,smFISH_Human_L2-L3_2018_04,208,3,-12074.30968,560.6654432
208,16,10,7,6,8,5,17,9,43,121,44946,13838,-4796,smFISH_Human_L2-L3_2018_04,209,3,-14223.72147,3489.642904
209,3,1,0,3,1,0,1,1,0,10,18818,12704,-4928,smFISH_Human_L2-L3_2018_04,210,3,-13106.88942,3726.425871
210,8,8,1,7,5,0,8,4,0,41,20496,12744,-5044,smFISH_Human_L2-L3_2018_04,211,3,-13157.49336,3838.207986
211,5,1,0,5,2,0,4,1,1,19,22612,12902,-5038,smFISH_Human_L2-L3_2018_04,212,3,-13314.25258,3817.555003
212,6,6,3,9,3,1,7,3,3,41,23770,12260,-4722,smFISH_Human_L2-L3_2018_04,213,3,-12645.67136,3562.56648
213,7,3,3,7,3,1,8,4,1,37,16948,12132,-4714,smFISH_Human_L2-L3_2018_04,214,3,-12517.48172,3566.492874
214,3,0,0,2,0,0,2,0,2,9,23334,12064,-4624,smFISH_Human_L2-L3_2018_04,215,3,-12441.4144,3483.199639
215,10,8,1,6,1,0,17,10,23,76,28020,11814,-4846,smFISH_Human_L2-L3_2018_04,216,3,-12213.12048,3727.465652
216,33,64,8,65,1,0,6,10,99,286,33394,11676,-4738,smFISH_Human_L2-L3_2018_04,217,3,-12065.68363,3632.753592
217,3,2,7,2,4,3,1,2,8,32,37854,11984,-4334,smFISH_Human_L2-L3_2018_04,218,3,-12334.81805,3201.886257
218,2,0,2,1,0,0,1,0,9,15,30516,11882,-4172,smFISH_Human_L2-L3_2018_04,219,3,-12218.20865,3050.063179
219,23,18,1,47,1,1,8,2,56,157,36582,11900,-4008,smFISH_Human_L2-L3_2018_04,220,3,-12220.89444,2885.100194
220,3,0,0,1,0,0,1,0,6,11,15056,11482,-3658,smFISH_Human_L2-L3_2018_04,221,3,-11772.18566,2575.448081
221,2,2,1,2,0,1,1,0,7,16,24426,11442,-3890,smFISH_Human_L2-L3_2018_04,222,3,-11753.91254,2810.160869
222,1,0,0,1,0,0,1,0,1,4,19110,11448,-3426,smFISH_Human_L2-L3_2018_04,223,3,-11716.77883,2347.610236
223,16,15,1,1,0,6,5,2,55,101,43542,11172,-3414,smFISH_Human_L2-L3_2018_04,224,3,-11440.85767,2361.303817
224,9,2,4,4,22,1,4,2,7,55,32808,11536,-2982,smFISH_Human_L2-L3_2018_04,225,3,-11763.14857,1897.354922
225,3,1,1,1,7,0,2,0,6,21,23476,11398,-2916,smFISH_Human_L2-L3_2018_04,226,3,-11619.61371,1844.461212
226,2,2,1,0,1,0,0,1,0,7,26136,11832,-2826,smFISH_Human_L2-L3_2018_04,227,3,-12043.37525,1714.529846
227,1,0,0,0,0,0,1,0,2,4,22704,11130,-4100,smFISH_Human_L2-L3_2018_04,228,3,-11462.77191,3048.23887
228,2,0,1,1,14,0,1,7,7,33,46080,10808,-3956,smFISH_Human_L2-L3_2018_04,229,3,-11128.78628,2934.776963
229,1,0,1,2,17,0,2,3,5,31,48788,10684,-3444,smFISH_Human_L2-L3_2018_04,230,3,-10957.75541,2436.511533
230,0,0,0,0,0,0,0,0,0,0,17618,10534,-3184,smFISH_Human_L2-L3_2018_04,231,3,-10784.24895,2191.571727
231,0,0,0,0,0,0,0,1,3,4,21072,10498,-3080,smFISH_Human_L2-L3_2018_04,232,3,-10738.74256,2091.366093
232,6,3,1,5,3,0,9,4,12,43,37048,11130,-4326,smFISH_Human_L2-L3_2018_04,233,3,-11483.76836,3273.261422
233,35,21,4,6,2,1,44,13,83,209,46536,10576,-4184,smFISH_Human_L2-L3_2018_04,234,3,-10918.97194,3183.344743
234,8,2,1,4,0,0,23,4,34,76,26358,10524,-4014,smFISH_Human_L2-L3_2018_04,235,3,-10851.40305,3018.911032
235,1,0,0,0,0,0,2,2,9,14,31926,9882,-3330,smFISH_Human_L2-L3_2018_04,236,3,-10148.63292,2397.514106
236,1,0,0,1,0,0,0,0,2,4,33532,9666,-3460,smFISH_Human_L2-L3_2018_04,237,3,-9945.64472,2547.01926
237,4,0,1,1,0,0,1,0,6,13,30236,9694,-2576,smFISH_Human_L2-L3_2018_04,238,3,-9891.395916,1664.24122
238,13,50,2,2,0,0,23,18,68,176,22526,10212,-2690,smFISH_Human_L2-L3_2018_04,239,3,-10417.7467,1729.623566
239,11,4,3,6,1,0,49,13,53,140,32528,10130,-2562,smFISH_Human_L2-L3_2018_04,240,3,-10324.20956,1609.795346
240,1,1,1,2,0,0,1,0,15,21,30566,10176,-2364,smFISH_Human_L2-L3_2018_04,241,3,-10351.61549,1408.37808
241,16,17,1,20,0,0,5,6,32,97,19650,10080,-4574,smFISH_Human_L2-L3_2018_04,242,3,-10461.34995,3617.7387
242,1,0,1,1,0,0,0,0,3,6,22312,10098,-4952,smFISH_Human_L2-L3_2018_04,243,3,-10514.39005,3992.43157
243,27,31,7,3,6,5,4,20,77,180,37448,9942,-4684,smFISH_Human_L2-L3_2018_04,244,3,-10334.16631,3740.083792
244,35,73,4,34,0,1,7,11,62,227,50200,11074,-2284,smFISH_Human_L2-L3_2018_04,245,3,-11238.29928,1245.29571
245,30,22,1,99,6,2,26,20,95,301,37674,10904,-2216,smFISH_Human_L2-L3_2018_04,246,3,-11062.71701,1193.383598
246,1,1,0,1,0,0,0,0,13,16,28938,10688,-2114,smFISH_Human_L2-L3_2018_04,247,3,-10838.17493,1111.89215
247,0,0,0,0,0,0,0,0,0,0,72,11056,-1958,smFISH_Human_L2-L3_2018_04,248,3,-11190.09021,922.3779398
248,5,1,1,3,3,1,2,2,10,28,46310,11218,-1940,smFISH_Human_L2-L3_2018_04,249,3,-11349.71728,889.4052375
249,16,14,2,9,1,2,3,6,47,100,44264,10796,-1856,smFISH_Human_L2-L3_2018_04,250,3,-10921.73843,844.9742959
250,5,4,0,2,1,2,3,3,19,39,32608,10348,-1848,smFISH_Human_L2-L3_2018_04,251,3,-10474.93279,878.6301758
251,14,26,4,4,3,2,7,8,56,124,34108,10632,-1696,smFISH_Human_L2-L3_2018_04,252,3,-10743.58299,700.9026556
252,2,2,0,2,2,0,1,2,1,12,20646,11236,-2480,smFISH_Human_L2-L3_2018_04,253,3,-11417.80794,1425.39746
253,6,2,1,2,0,0,2,0,5,18,11040,11280,-2348,smFISH_Human_L2-L3_2018_04,254,3,-11449.35422,1289.880554
254,3,1,3,3,1,0,3,1,3,18,28628,9746,-1674,smFISH_Human_L2-L3_2018_04,255,3,-9859.371028,761.3113189
255,0,0,0,0,0,0,0,0,1,1,10574,9760,-1992,smFISH_Human_L2-L3_2018_04,256,3,-9902.854155,1076.635307
256,1,1,0,1,0,2,0,0,20,25,19958,9694,-1930,smFISH_Human_L2-L3_2018_04,257,3,-9831.379516,1021.035163
257,13,3,6,2,7,0,5,22,26,84,45632,9620,-2958,smFISH_Human_L2-L3_2018_04,258,3,-9853.205538,2051.464018
258,24,20,2,11,2,1,26,10,82,178,30000,10110,-2906,smFISH_Human_L2-L3_2018_04,259,3,-10336.25525,1954.165642
259,2,4,0,0,0,4,8,4,19,41,26660,9440,-1820,smFISH_Human_L2-L3_2018_04,260,3,-9568.258553,935.1086912
260,17,22,4,1,1,8,7,16,65,141,42996,9206,-1632,smFISH_Human_L2-L3_2018_04,261,3,-9317.804528,769.6614756
261,22,8,1,2,20,5,36,4,28,126,26218,9444,-1686,smFISH_Human_L2-L3_2018_04,262,3,-9559.792031,801.3166212
262,20,53,6,8,4,7,13,5,57,173,39170,9424,-1546,smFISH_Human_L2-L3_2018_04,263,3,-9526.871881,663.7802125
263,0,0,1,1,0,0,0,0,4,6,14006,9180,-2152,smFISH_Human_L2-L3_2018_04,264,3,-9340.227392,1289.828002
264,1,0,1,1,0,0,0,0,2,5,19950,9114,-2092,smFISH_Human_L2-L3_2018_04,265,3,-9268.938562,1236.219208
265,9,4,3,1,1,2,16,6,40,82,37094,8448,-2094,smFISH_Human_L2-L3_2018_04,266,3,-8606.004814,1300.08505
266,11,12,1,3,4,2,7,7,33,80,15240,8546,-2286,smFISH_Human_L2-L3_2018_04,267,3,-8721.418657,1482.149997
267,20,52,7,2,2,4,22,21,101,231,37748,8700,-2290,smFISH_Human_L2-L3_2018_04,268,3,-8875.124227,1471.825382
268,2,3,1,0,1,2,1,3,16,29,22418,8846,-2394,smFISH_Human_L2-L3_2018_04,269,3,-9030.154861,1561.811505
269,5,8,4,3,3,4,4,5,82,118,37854,8956,-2472,smFISH_Human_L2-L3_2018_04,270,3,-9146.925675,1629.254645
270,21,43,4,12,8,8,18,8,76,198,32904,9352,-3160,smFISH_Human_L2-L3_2018_04,271,3,-9605.131373,2277.488814
271,1,1,0,1,1,0,1,0,1,6,26304,9056,-3248,smFISH_Human_L2-L3_2018_04,272,3,-9318.587179,2392.60799
272,3,3,1,2,1,5,1,3,67,86,43192,8756,-3104,smFISH_Human_L2-L3_2018_04,273,3,-9006.506407,2277.102181
273,7,6,5,9,9,7,11,7,25,86,35824,8832,-2896,smFISH_Human_L2-L3_2018_04,274,3,-9062.853542,2062.941026
274,2,2,0,2,1,0,2,0,4,13,17080,8702,-2692,smFISH_Human_L2-L3_2018_04,275,3,-8914.463243,1871.900927
275,2,1,2,2,0,1,4,1,6,19,28474,9410,-4088,smFISH_Human_L2-L3_2018_04,276,3,-9749.096033,3196.086755
276,7,6,0,1,0,6,2,2,34,58,32890,9398,-3916,smFISH_Human_L2-L3_2018_04,277,3,-9721.168334,3025.945509
277,3,1,2,1,12,0,2,2,1,24,29496,9170,-3892,smFISH_Human_L2-L3_2018_04,278,3,-9491.92472,3023.231567
278,1,1,1,1,1,0,1,1,2,9,22264,9136,-4042,smFISH_Human_L2-L3_2018_04,279,3,-9472.007466,3175.741577
279,8,7,0,17,64,2,7,3,25,133,52476,8772,-4418,smFISH_Human_L2-L3_2018_04,280,3,-9144.513908,3583.932671
280,5,2,2,4,3,1,5,3,5,30,30256,8890,-3840,smFISH_Human_L2-L3_2018_04,281,3,-9208.304676,2997.469767
281,5,0,1,1,0,3,0,0,49,59,49280,8582,-3704,smFISH_Human_L2-L3_2018_04,282,3,-8889.001741,2890.672595
282,11,2,0,2,2,4,4,4,59,88,39960,8250,-3628,smFISH_Human_L2-L3_2018_04,283,3,-8551.376884,2845.845636
283,3,0,0,0,43,0,87,1,2,136,37190,7976,-3888,smFISH_Human_L2-L3_2018_04,284,3,-8302.717138,3130.177011
284,3,1,0,1,1,0,1,0,2,9,34158,8192,-3966,smFISH_Human_L2-L3_2018_04,285,3,-8525.029503,3187.772259
285,3,0,0,3,1,0,5,1,6,19,23424,8278,-3772,smFISH_Human_L2-L3_2018_04,286,3,-8592.634053,2986.621507
286,1,1,0,0,1,1,2,1,5,12,32942,8460,-2636,smFISH_Human_L2-L3_2018_04,287,3,-8668.307231,1838.62605
287,22,2,2,1,30,0,0,0,4,61,36062,8218,-2636,smFISH_Human_L2-L3_2018_04,288,3,-8427.353878,1861.108974
288,18,3,2,2,1,4,3,2,67,102,44034,8018,-2592,smFISH_Human_L2-L3_2018_04,289,3,-8224.131072,1835.880202
289,42,29,11,14,6,9,34,15,66,226,127418,8264,-2952,smFISH_Human_L2-L3_2018_04,290,3,-8502.512796,2171.468664
290,9,0,2,0,0,0,0,0,1,12,20946,7864,-2946,smFISH_Human_L2-L3_2018_04,291,0,-8103.685364,2202.656471
291,11,0,0,1,0,0,1,1,3,17,26970,8148,-3456,smFISH_Human_L2-L3_2018_04,292,3,-8433.838435,2684.065808
292,15,1,1,1,2,1,1,2,2,26,27188,7874,-3336,smFISH_Human_L2-L3_2018_04,293,3,-8149.874924,2590.040678
293,14,0,1,0,0,2,0,0,34,51,28232,7828,-3510,smFISH_Human_L2-L3_2018_04,294,3,-8120.239282,2767.561744
294,34,0,1,1,0,0,0,0,24,60,29240,7738,-3196,smFISH_Human_L2-L3_2018_04,295,4,-8001.456473,2463.281208
295,22,1,2,1,32,1,3,1,8,71,42032,7640,-2788,smFISH_Human_L2-L3_2018_04,296,4,-7865.975228,2066.150459
296,42,43,3,19,6,9,15,6,93,236,47994,8204,-4322,smFISH_Human_L2-L3_2018_04,297,3,-8570.051656,3541.117707
297,1,0,0,0,1,0,0,3,5,10,19948,8500,-4306,smFISH_Human_L2-L3_2018_04,298,3,-8863.284985,3497.687133
298,6,3,4,6,4,2,5,3,2,35,24578,8592,-4902,smFISH_Human_L2-L3_2018_04,299,3,-9010.258253,4082.562212
299,10,23,1,17,3,2,7,3,63,129,39010,8340,-4828,smFISH_Human_L2-L3_2018_04,300,3,-8752.473207,4032.294231
300,46,74,7,40,9,5,12,11,188,392,90882,8242,-4828,smFISH_Human_L2-L3_2018_04,301,3,-8654.897056,4041.398886
301,5,4,0,2,2,1,1,3,17,35,23534,7952,-4914,smFISH_Human_L2-L3_2018_04,302,3,-8374.141102,4153.969284
302,50,83,4,7,8,8,50,29,120,359,79200,7730,-4774,smFISH_Human_L2-L3_2018_04,303,3,-8140.094599,4035.199613
303,3,2,1,1,0,0,0,1,2,10,18064,7874,-4858,smFISH_Human_L2-L3_2018_04,304,3,-8291.275791,4105.458045
304,17,26,4,3,4,10,2,4,82,152,39598,7350,-4514,smFISH_Human_L2-L3_2018_04,305,4,-7737.582888,3811.627874
305,0,0,0,0,0,0,0,0,5,5,21216,7188,-4588,smFISH_Human_L2-L3_2018_04,306,4,-7583.15848,3900.358377
306,5,0,3,1,0,5,1,0,35,50,28810,6756,-4826,smFISH_Human_L2-L3_2018_04,307,4,-7175.13818,4177.463835
307,7,1,3,3,2,9,1,0,86,112,38808,6984,-4362,smFISH_Human_L2-L3_2018_04,308,4,-7359.044328,3694.288372
308,0,1,1,0,0,5,0,0,23,30,24042,7294,-4170,smFISH_Human_L2-L3_2018_04,309,4,-7649.86589,3474.31833
309,5,2,0,0,0,5,1,0,37,50,33898,7498,-4164,smFISH_Human_L2-L3_2018_04,310,4,-7852.426165,3449.391733
310,4,2,3,1,1,5,2,2,12,32,15576,7360,-4026,smFISH_Human_L2-L3_2018_04,311,4,-7702.202172,3324.809422
311,2,0,1,2,3,1,1,1,5,16,19292,7250,-3946,smFISH_Human_L2-L3_2018_04,312,4,-7585.24555,3255.374932
312,2,2,0,1,1,0,0,0,4,10,21764,7186,-4050,smFISH_Human_L2-L3_2018_04,313,4,-7531.184432,3364.871031
313,16,14,6,8,5,16,7,6,63,141,38888,7066,-4184,smFISH_Human_L2-L3_2018_04,314,4,-7424.152653,3509.440039
314,1,0,0,0,2,0,0,0,12,15,22074,6804,-4340,smFISH_Human_L2-L3_2018_04,315,4,-7177.778924,3689.106357
315,4,1,1,4,1,1,3,2,6,23,26516,6886,-4092,smFISH_Human_L2-L3_2018_04,316,4,-7236.383924,3434.560774
316,3,1,1,3,2,0,2,3,6,21,32298,6696,-4106,smFISH_Human_L2-L3_2018_04,317,4,-7048.506337,3466.152106
317,3,2,2,1,0,4,1,0,36,49,30584,6870,-3872,smFISH_Human_L2-L3_2018_04,318,4,-7200.014102,3216.998746
318,5,1,2,1,11,2,1,1,15,39,36806,6646,-3762,smFISH_Human_L2-L3_2018_04,319,4,-6966.763389,3128.285135
319,3,3,1,0,0,4,1,0,28,40,28124,6518,-3590,smFISH_Human_L2-L3_2018_04,320,4,-6823.337389,2968.920827
320,2,0,0,1,4,0,1,4,1,13,19582,7088,-3292,smFISH_Human_L2-L3_2018_04,321,4,-7363.186562,2619.254027
321,1,0,0,1,0,0,0,0,0,2,15378,7228,-3264,smFISH_Human_L2-L3_2018_04,322,4,-7499.979733,2578.368477
322,1,1,0,2,2,1,1,1,4,13,16696,7178,-3170,smFISH_Human_L2-L3_2018_04,323,4,-7441.462946,2489.420258
323,3,0,0,0,0,2,0,0,26,31,18534,7316,-3324,smFISH_Human_L2-L3_2018_04,324,4,-7593.173413,2629.933369
324,13,1,3,3,3,5,3,3,37,71,25608,7474,-3264,smFISH_Human_L2-L3_2018_04,325,4,-7744.915786,2555.513935
325,15,3,2,3,2,1,2,2,25,55,13748,7608,-3254,smFISH_Human_L2-L3_2018_04,326,4,-7877.407191,2533.107963
326,4,3,1,1,1,5,2,2,59,78,33346,7476,-2992,smFISH_Human_L2-L3_2018_04,327,4,-7721.637073,2284.504523
327,3,1,1,3,21,0,26,2,12,69,19074,7416,-2858,smFISH_Human_L2-L3_2018_04,328,4,-7649.44735,2156.65835
328,1,1,2,0,7,10,4,0,4,29,25584,7240,-3012,smFISH_Human_L2-L3_2018_04,329,4,-7488.515863,2326.343518
329,0,0,0,0,0,0,1,0,1,2,13184,7346,-2802,smFISH_Human_L2-L3_2018_04,330,4,-7574.547439,2107.403874
330,4,2,2,2,2,0,2,1,2,17,32086,7310,-2216,smFISH_Human_L2-L3_2018_04,331,4,-7484.261018,1527.282885
331,2,0,0,0,0,4,0,0,18,24,29532,7508,-1886,smFISH_Human_L2-L3_2018_04,332,4,-7650.746138,1180.315012
332,6,3,2,1,0,5,0,0,56,73,52598,7148,-1970,smFISH_Human_L2-L3_2018_04,333,4,-7300.107124,1297.397384
333,5,4,2,4,2,3,3,2,44,69,36240,7204,-1728,smFISH_Human_L2-L3_2018_04,334,4,-7333.382001,1051.241372
334,17,6,3,10,5,3,9,6,55,114,45996,7034,-1638,smFISH_Human_L2-L3_2018_04,335,4,-7155.755832,977.4244099
335,0,1,5,1,2,7,2,1,62,81,32608,6886,-2746,smFISH_Human_L2-L3_2018_04,336,4,-7111.334274,2094.382209
336,3,4,4,3,2,7,2,2,57,84,26168,6974,-3166,smFISH_Human_L2-L3_2018_04,337,4,-7237.973625,2504.390105
337,5,1,1,2,3,4,3,2,35,56,36276,6920,-3038,smFISH_Human_L2-L3_2018_04,338,4,-7172.31538,2381.960554
338,4,3,2,5,2,2,3,2,3,26,17482,6758,-2854,smFISH_Human_L2-L3_2018_04,339,4,-6993.921574,2213.806905
339,6,2,1,3,2,1,3,1,4,23,22800,6670,-2768,smFISH_Human_L2-L3_2018_04,340,4,-6898.312374,2136.354462
340,1,2,1,0,0,2,1,0,42,49,37622,6396,-2582,smFISH_Human_L2-L3_2018_04,341,4,-6608.217158,1976.614782
341,4,2,5,3,1,15,3,4,25,62,46284,6580,-3124,smFISH_Human_L2-L3_2018_04,342,4,-6841.775676,2499.176184
342,3,0,0,0,0,0,2,0,1,6,34856,6526,-2908,smFISH_Human_L2-L3_2018_04,343,4,-6767.941823,2289.127232
343,2,0,0,5,0,1,2,1,4,15,37206,6284,-2902,smFISH_Human_L2-L3_2018_04,344,4,-6526.431042,2305.636106
344,1,2,0,0,0,0,1,0,20,24,31434,6054,-2674,smFISH_Human_L2-L3_2018_04,345,4,-6276.243531,2099.990271
345,0,0,1,0,1,0,0,0,1,3,21942,5922,-2720,smFISH_Human_L2-L3_2018_04,346,4,-6149.088043,2158.054735
346,0,1,0,0,1,3,2,0,20,27,23960,6500,-2116,smFISH_Human_L2-L3_2018_04,347,4,-6668.473795,1502.968144
347,1,4,0,1,0,1,0,0,33,40,30178,5922,-1950,smFISH_Human_L2-L3_2018_04,348,4,-6077.551468,1391.384976
348,4,4,2,3,3,1,4,2,30,53,36500,6108,-1950,smFISH_Human_L2-L3_2018_04,349,4,-6262.74702,1374.104713
349,7,1,3,6,1,1,5,2,15,41,21032,6270,-2046,smFISH_Human_L2-L3_2018_04,350,4,-6432.965218,1454.638962
350,4,3,0,1,1,2,1,1,45,58,26786,6342,-1956,smFISH_Human_L2-L3_2018_04,351,4,-6496.292401,1358.339076
351,2,0,5,1,13,0,3,1,3,28,34504,6476,-3416,smFISH_Human_L2-L3_2018_04,352,4,-6765.353631,2799.57537
352,2,3,3,2,1,3,1,1,40,56,41400,6196,-3320,smFISH_Human_L2-L3_2018_04,353,4,-6477.645782,2730.003869
353,3,4,1,2,2,2,2,1,60,77,38792,5944,-3386,smFISH_Human_L2-L3_2018_04,354,4,-6232.867386,2819.13039
354,3,0,2,3,0,5,3,0,20,36,30810,6080,-3486,smFISH_Human_L2-L3_2018_04,355,4,-6377.569651,2906.062859
355,3,0,0,0,0,0,3,3,20,29,34552,6318,-3634,smFISH_Human_L2-L3_2018_04,356,4,-6628.290191,3031.311456
356,0,1,2,0,1,0,1,1,7,13,24392,6274,-3918,smFISH_Human_L2-L3_2018_04,357,4,-6610.865409,3318.170963
357,2,0,0,3,0,0,1,0,3,9,22428,6720,-4502,smFISH_Human_L2-L3_2018_04,358,4,-7109.192775,3858.209699
358,2,0,0,1,1,0,1,0,3,8,25474,6710,-4652,smFISH_Human_L2-L3_2018_04,359,4,-7113.171722,4008.489997
359,9,5,2,3,2,7,4,4,74,110,58198,6346,-4528,smFISH_Human_L2-L3_2018_04,360,4,-6739.225842,3918.843586
360,1,1,3,2,1,1,1,1,13,24,80536,6104,-4304,smFISH_Human_L2-L3_2018_04,361,4,-6477.461849,3718.295307
361,9,10,6,9,4,5,11,6,15,75,62630,5758,-4460,smFISH_Human_L2-L3_2018_04,362,4,-6147.45142,3905.765615
362,2,0,1,0,11,0,6,0,6,26,43882,5536,-4084,smFISH_Human_L2-L3_2018_04,363,4,-5891.479422,3552.016642
363,5,2,0,5,3,1,3,1,2,22,9950,6002,-3730,smFISH_Human_L2-L3_2018_04,364,4,-6322.575733,3156.254124
364,1,0,0,0,0,0,5,0,5,11,11196,6076,-3758,smFISH_Human_L2-L3_2018_04,365,4,-6398.857014,3177.258081
365,8,5,5,6,6,5,6,5,8,54,26678,5876,-3718,smFISH_Human_L2-L3_2018_04,366,4,-6196.005826,3156.012009
366,1,1,1,2,34,18,1,3,49,110,50586,5694,-3352,smFISH_Human_L2-L3_2018_04,367,4,-5980.789875,2808.5036
367,6,2,2,6,1,8,6,2,29,62,28594,5696,-3090,smFISH_Human_L2-L3_2018_04,368,4,-5958.440209,2547.450938
368,0,0,1,1,0,2,0,0,6,10,11138,5594,-3086,smFISH_Human_L2-L3_2018_04,369,4,-5856.509739,2552.944511
369,5,2,7,3,3,24,5,3,80,132,46280,5360,-3202,smFISH_Human_L2-L3_2018_04,370,4,-5634.298725,2690.182499
370,1,0,0,0,0,0,0,0,3,4,18398,5658,-2764,smFISH_Human_L2-L3_2018_04,371,4,-5890.317645,2226.391261
371,1,0,3,0,13,0,0,0,13,30,44502,5440,-2720,smFISH_Human_L2-L3_2018_04,372,4,-5669.172688,2202.834772
372,40,8,5,14,6,42,7,20,108,250,83540,5384,-3588,smFISH_Human_L2-L3_2018_04,373,4,-5694.056117,3072.283342
373,5,3,2,4,2,17,5,2,101,141,52142,5390,-3854,smFISH_Human_L2-L3_2018_04,374,4,-5724.742802,3336.575467
374,2,0,1,2,0,1,3,0,5,14,15508,5242,-4146,smFISH_Human_L2-L3_2018_04,375,4,-5604.511056,3641.062457
375,3,1,1,2,2,4,3,0,7,23,27270,5256,-4026,smFISH_Human_L2-L3_2018_04,376,4,-5607.301949,3520.280791
376,2,0,2,2,0,18,0,1,62,87,29366,5314,-4354,smFISH_Human_L2-L3_2018_04,377,4,-5695.523823,3841.473725
377,0,0,0,0,0,0,1,0,1,2,9518,5600,-4598,smFISH_Human_L2-L3_2018_04,378,4,-6002.955609,4057.8477
378,2,0,0,1,0,0,3,0,2,8,23610,5546,-4610,smFISH_Human_L2-L3_2018_04,379,4,-5950.304014,4074.812651
379,0,0,1,0,0,1,0,0,1,3,19058,5368,-4640,smFISH_Human_L2-L3_2018_04,380,4,-5775.861001,4121.219928
380,1,2,0,0,0,0,0,0,1,4,25468,5194,-4708,smFISH_Human_L2-L3_2018_04,381,4,-5608.931065,4205.091236
381,3,1,1,4,1,7,5,0,14,36,41358,5500,-2332,smFISH_Human_L2-L3_2018_04,382,4,-5692.866187,1810.93859
382,2,0,0,3,0,0,1,1,6,13,30432,5456,-2112,smFISH_Human_L2-L3_2018_04,383,4,-5628.617465,1595.977892
383,1,0,0,0,0,6,2,0,13,22,21504,5240,-2520,smFISH_Human_L2-L3_2018_04,384,4,-5451.456757,2022.280699
384,4,2,2,3,2,14,4,2,59,92,39444,5280,-2272,smFISH_Human_L2-L3_2018_04,385,4,-5468.243406,1771.63711
385,0,0,0,0,1,2,2,0,2,7,41716,5716,-1748,smFISH_Human_L2-L3_2018_04,386,4,-5853.675678,1209.39698
386,3,2,4,3,2,12,4,3,42,75,40480,5930,-1644,smFISH_Human_L2-L3_2018_04,387,4,-6057.088048,1085.965186
387,2,1,0,1,1,0,1,1,3,10,21406,6418,-1588,smFISH_Human_L2-L3_2018_04,388,4,-6537.774793,984.8699194
388,1,2,0,3,0,0,2,0,4,12,22210,5412,-1552,smFISH_Human_L2-L3_2018_04,389,4,-5532.781165,1042.48769
389,2,0,2,2,0,1,2,0,21,30,39212,5616,-1528,smFISH_Human_L2-L3_2018_04,390,4,-5733.669156,999.6389423
390,8,3,8,8,3,13,9,4,105,161,37568,4848,-4712,smFISH_Human_L2-L3_2018_04,391,4,-5264.79913,4241.218943
391,0,0,2,0,0,5,0,0,31,38,18280,4858,-4482,smFISH_Human_L2-L3_2018_04,392,4,-5253.387812,4011.284644
392,1,2,1,2,1,6,1,1,12,27,19640,4974,-4338,smFISH_Human_L2-L3_2018_04,393,4,-5355.507845,3857.130504
393,3,1,2,2,1,13,9,2,187,220,78000,4956,-3956,smFISH_Human_L2-L3_2018_04,394,4,-5302.096121,3478.454933
394,5,4,1,4,4,2,5,2,24,51,30716,4710,-3824,smFISH_Human_L2-L3_2018_04,395,4,-5044.896656,3369.880374
395,0,0,4,0,0,16,0,0,101,121,37222,4498,-4266,smFISH_Human_L2-L3_2018_04,396,4,-4874.877405,3829.664513
396,0,0,3,2,2,0,2,6,6,21,37762,4458,-3962,smFISH_Human_L2-L3_2018_04,397,4,-4806.807394,3530.695495
397,3,2,2,2,1,23,0,1,118,152,40986,4334,-4346,smFISH_Human_L2-L3_2018_04,398,4,-4719.019075,3924.554875
398,5,4,2,2,2,4,2,1,56,78,39392,4580,-4556,smFISH_Human_L2-L3_2018_04,399,4,-4983.465103,4110.792085
399,2,1,1,2,1,17,1,0,64,89,29092,4542,-4740,smFISH_Human_L2-L3_2018_04,400,4,-4962.723907,4297.526664
400,0,0,0,1,0,2,0,0,8,11,11432,4686,-4748,smFISH_Human_L2-L3_2018_04,401,4,-5106.844345,4292.113795
401,1,1,3,1,12,0,1,1,3,23,21582,4758,-4846,smFISH_Human_L2-L3_2018_04,402,4,-5187.637601,4383.000812
402,2,1,0,2,2,1,1,1,0,10,29318,3866,-4740,smFISH_Human_L2-L3_2018_04,403,0,-4289.647599,4360.330202
403,1,1,1,4,2,2,5,2,19,37,16982,4728,-3340,smFISH_Human_L2-L3_2018_04,404,4,-5017.852959,2886.301385
404,4,1,3,3,5,20,4,1,104,145,45938,4898,-3234,smFISH_Human_L2-L3_2018_04,405,4,-5177.269818,2764.966045
405,0,1,1,1,0,2,0,0,8,13,18474,4688,-3068,smFISH_Human_L2-L3_2018_04,406,4,-4952.755895,2619.193968
406,2,0,0,0,1,2,0,0,4,9,12750,4552,-3012,smFISH_Human_L2-L3_2018_04,407,4,-4812.141434,2576.071199
