sample_id,cluster_label,cluster_id,cluster
P02_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH6,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P02_BCH1_1NeuNN_H200.1025_MTG_layer_1,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P03_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P04_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH8,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P04_BCH1_1NeuNN_H200.1025_MTG_layer_1,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P05_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH7,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P08_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH6,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P08_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P09_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH7,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P09_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P10_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH6,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P11_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH7,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
P11_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH8,g1_g48_GLI3_Astro.Gja1,14,14. g1_g48_GLI3_Astro.Gja1
A17_BCH3_1NeuNP_H200.1025_MTG_Layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
A21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
C15_BCH3_1NeuNP_H200.1025_MTG_Layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
E02_BCH1_1NeuNP_H200.1025_MTG_layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
E23_BCH1_1NeuNP_H200.1030_MTG_layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
G06_BCH3_1NeuNN_H200.1030_MTG_Layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
G20_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
J02_BCH1_1NeuNP_H200.1025_MTG_layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O01_BCH3_1NeuNN_H200.1030_MTG_Layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O02_BCH1_1NeuNN_H200.1025_MTG_layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O03_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O07_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O10_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O13_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH6,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O14_BCH1_1NeuNN_H200.1030_MTG_layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O15_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH5,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O17_BCH1_1NeuNN_H200.1030_MTG_layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O18_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH5,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O20_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH6,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O22_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH7,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O22_BCH3_1NeuNN_H200.1025_MTG_Layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O23_BCH1_1NeuNN_H200.1030_MTG_layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
O23_BCH3_1NeuNN_H200.1025_MTG_Layer_1,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
P09_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH6,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
P09_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH8,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
P10_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
P11_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g2_g27_APBB1IP_Micro.Ctss,16,16. g2_g27_APBB1IP_Micro.Ctss
G04_BCH1_1NeuNN_H200.1025_MTG_layer_1,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
O11_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
O13_BCH3_1NeuNN_H200.1025_MTG_Layer_1,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
O16_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH6,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
O18_BCH3_1NeuNN_H200.1025_MTG_Layer_1,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
O20_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH7,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
O21_BCH1_1NeuNN_H200.1030_MTG_layer_1,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
O23_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH7,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P02_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH7,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P02_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH8,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P03_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH6,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P04_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH6,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P05_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH6,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P06_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH8,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P07_BCH1_1NeuNN_H200.1025_MTG_layer_1,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P08_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH7,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P09_BCH1_1NeuNN_H200.1025_MTG_layer_1,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
P10_BCH1_1NeuNN_H200.1025_MTG_layer_1,g3_g18_GPNMB_OPC.Pdgfra,13,13. g3_g18_GPNMB_OPC.Pdgfra
G06_BCH1_1NeuNN_H200.1025_MTG_layer_1,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
O04_BCH1_1NeuNN_H200.1025_MTG_layer_1,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
O05_BCH3_1NeuNN_H200.1030_MTG_Layer_1,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
O14_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH7,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
O16_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH5,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
O17_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH5,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
O19_1_Nuclei_NeuNN_H200_1030_MTG_layer1_BCH5,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
P04_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH7,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
P05_1_Nuclei_NeuNN_H200_1025_MTG_layer1_BCH9,g4_g9_MOG_Oligo.Opalin,15,15. g4_g9_MOG_Oligo.Opalin
A04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
A06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
A13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
A14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
A15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
A21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
A24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
A24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
B02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
B03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
B04_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
B10_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
C17_BCH3_1NeuNP_H200.1025_MTG_Layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
C18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
C22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
D06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
D08_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
D12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
D12_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E03_BCH3_1NeuNP_H200.1030_MTG_Layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E17_BCH3_1NeuNP_H200.1025_MTG_Layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E20_BCH3_1NeuNP_H200.1025_MTG_Layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
E22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
F02_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
F08_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
F10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
F11_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
G03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
G09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
G17_BCH3_1NeuNP_H200.1025_MTG_Layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
G21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
G22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
H02_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
H04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
H04_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
H06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
H06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
H08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
H08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
H09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I16_BCH3_1NeuNP_H200.1025_MTG_Layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I20_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I21_BCH1_1NeuNP_H200.1030_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
I23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
J02_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
J03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
J03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
J04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
J04_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K05_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K05_BCH3_1NeuNP_H200.1030_MTG_Layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K21_BCH1_1NeuNP_H200.1030_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
K24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
L01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
L01_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
L06_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
L08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
L10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
L10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
L11_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
M05_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
M13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
M20_BCH1_1NeuNP_H200.1030_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
M21_BCH3_1NeuNP_H200.1025_MTG_Layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
M23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
N02_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
N03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
N04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
N08_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
N11_BCH1_1NeuNP_H200.1025_MTG_layer_1,i1_i90_COL5A2_Ndnf.Car4,02,02. i1_i90_COL5A2_Ndnf.Car4
A03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
A08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
A15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
B12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
C24_BCH1_1NeuNP_H200.1030_MTG_layer_1,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
E03_BCH1_1NeuNP_H200.1025_MTG_layer_1,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
F03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
F07_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
F12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
G14_BCH1_1NeuNP_H200.1030_MTG_layer_1,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
G16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
J04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
L06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9,i10_i16_TSPAN12_Vip.Mybpc1,06,06. i10_i16_TSPAN12_Vip.Mybpc1
