,CUX2,COL5A2,PENK,CARTPT,GAD2,RXFP1,LAMP5,CBLN2,SLC17A7,totalReads,area,x,y,experimentName,ROI_ID,layerData,layerCoordinate,lateralCoordinate
16,0,0,0,0,1,0,0,0,0,1,10568,2324,-1719.423868,smFISH_Human_L2-L3_Replicate2,17,1,2563.601015,1336.167757
17,0,0,1,0,28,0,0,0,1,30,16108,2266,-1787.423868,smFISH_Human_L2-L3_Replicate2,18,1,2516.909037,1412.377068
18,0,0,0,0,0,0,0,0,0,0,11278,1786,-2383.423868,smFISH_Human_L2-L3_Replicate2,19,1,2135.673985,2075.909912
19,0,1,0,0,0,0,0,1,0,2,19490,2194,-1327.423868,smFISH_Human_L2-L3_Replicate2,20,1,2374.089075,969.2219504
20,0,0,0,0,0,0,0,0,2,2,14900,1102,-1469.423868,smFISH_Human_L2-L3_Replicate2,21,1,1317.569343,1279.695874
21,0,0,0,0,0,0,0,0,0,0,14090,1854,-667.4238679,smFISH_Human_L2-L3_Replicate2,22,1,1935.370801,370.2843278
22,1,1,2,1,1,0,1,1,1,9,16822,1910,-861.4238679,smFISH_Human_L2-L3_Replicate2,23,1,2020.925033,553.1845011
23,0,0,0,1,0,0,0,1,1,3,19406,2776,-909.4238679,smFISH_Human_L2-L3_Replicate2,24,1,2883.822219,465.6148401
24,0,0,0,0,0,0,0,0,1,1,9936,3374,-209.4238679,smFISH_Human_L2-L3_Replicate2,25,2,3365.404607,319.0394814
25,2,1,0,0,1,0,0,6,36,46,25134,3420,-433.4238679,smFISH_Human_L2-L3_Replicate2,26,2,3445.757147,104.9472835
26,2,0,0,1,0,0,1,18,4,26,15874,3234,-879.4238679,smFISH_Human_L2-L3_Replicate2,27,2,3331.548301,364.5932786
27,1,0,0,0,0,0,0,7,20,28,13904,3282,-1107.423868,smFISH_Human_L2-L3_Replicate2,28,2,3414.499875,582.3248482
28,1,0,1,0,0,0,0,13,42,57,17964,3136,-1153.423868,smFISH_Human_L2-L3_Replicate2,29,2,3277.454334,650.5195676
29,3,0,0,0,5,0,0,14,31,53,21042,3320,-1227.423868,smFISH_Human_L2-L3_Replicate2,30,2,3470.739766,694.9351259
30,1,0,0,0,0,0,1,13,46,61,16878,3172,-1267.423868,smFISH_Human_L2-L3_Replicate2,31,2,3330.783453,757.5149184
31,0,0,11,0,0,0,0,7,34,52,17844,3038,-1653.423868,smFISH_Human_L2-L3_Replicate2,32,2,3258.586875,1159.683607
32,1,0,2,0,1,0,0,7,12,23,15212,3192,-1543.423868,smFISH_Human_L2-L3_Replicate2,33,2,3393.558988,1027.024161
33,2,0,1,0,0,0,0,10,47,60,21832,3504,-1601.423868,smFISH_Human_L2-L3_Replicate2,34,2,3710.786048,1035.683981
34,0,0,2,0,0,0,0,8,54,64,24396,3448,-1771.423868,smFISH_Human_L2-L3_Replicate2,35,2,3681.968315,1212.334875
35,1,0,1,0,0,0,0,18,28,48,26154,3736,-1335.423868,smFISH_Human_L2-L3_Replicate2,36,2,3898.489177,736.7734
36,1,1,0,1,3,1,2,14,66,89,30558,3660,-1033.423868,smFISH_Human_L2-L3_Replicate2,37,2,3776.345486,450.3106299
37,2,0,2,2,23,5,1,0,3,38,24884,3768,-923.4238679,smFISH_Human_L2-L3_Replicate2,38,2,3865.879827,324.8211815
38,2,1,1,0,0,0,0,14,44,62,21292,3850,-521.4238679,smFISH_Human_L2-L3_Replicate2,39,2,3884.218056,85.04673547
39,0,0,0,0,0,0,0,0,2,2,11058,3744,326.5761321,smFISH_Human_L2-L3_Replicate2,40,2,3647.336286,906.1600209
40,0,0,0,0,1,0,0,0,3,4,24804,3682,-2263.423868,smFISH_Human_L2-L3_Replicate2,41,2,3989.796081,1661.848018
41,3,2,13,1,4,3,1,18,69,114,30500,3432,-2079.423868,smFISH_Human_L2-L3_Replicate2,42,2,3714.171679,1519.064305
42,1,0,0,1,0,0,1,2,6,11,24586,3202,-2115.423868,smFISH_Human_L2-L3_Replicate2,43,2,3492.59412,1590.474286
43,2,0,0,1,0,0,0,3,21,27,11910,3242,-1783.423868,smFISH_Human_L2-L3_Replicate2,44,2,3480.356552,1256.297324
44,6,3,44,1,7,2,3,3,17,86,23708,3022,-1917.423868,smFISH_Human_L2-L3_Replicate2,45,2,3283.93198,1422.95082
45,1,6,1,0,0,0,0,12,46,66,27734,3196,-1935.423868,smFISH_Human_L2-L3_Replicate2,46,2,3458.610944,1413.609525
46,5,0,1,1,0,0,0,5,59,71,27190,2966,-2313.423868,smFISH_Human_L2-L3_Replicate2,47,2,3290.340754,1822.839464
47,6,0,2,0,2,0,1,11,51,73,23072,2684,-2229.423868,smFISH_Human_L2-L3_Replicate2,48,2,2998.694417,1783.821341
48,5,0,1,0,0,0,1,10,53,70,18572,2542,-2357.423868,smFISH_Human_L2-L3_Replicate2,49,2,2878.381286,1932.39035
49,0,0,0,0,0,0,0,0,1,1,12098,2332,-2271.423868,smFISH_Human_L2-L3_Replicate2,50,1,2657.543201,1880.174067
50,0,2,18,0,2,1,0,1,4,28,17032,3698,-1581.423868,smFISH_Human_L2-L3_Replicate2,51,2,3899.297524,985.6897445
51,3,1,3,0,1,2,1,15,90,116,38046,3526,-2545.423868,smFISH_Human_L2-L3_Replicate2,52,2,3879.657966,1964.71696
52,2,0,3,0,0,0,0,14,16,35,16606,2730,-2607.423868,smFISH_Human_L2-L3_Replicate2,53,2,3103.050861,2150.031298
53,4,0,0,0,0,0,0,2,70,76,23916,3962,-2111.423868,smFISH_Human_L2-L3_Replicate2,54,2,4242.681661,1468.062354
54,0,0,1,0,21,0,0,0,0,22,17594,4082,-1375.423868,smFISH_Human_L2-L3_Replicate2,55,2,4246.495026,722.3536587
55,0,1,2,1,7,1,0,4,7,23,26142,4038,-1129.423868,smFISH_Human_L2-L3_Replicate2,56,2,4164.688912,486.2186133
56,4,1,0,0,2,0,0,24,77,108,25620,4206,-1085.423868,smFISH_Human_L2-L3_Replicate2,57,2,4323.7773,416.5703201
57,3,1,3,0,0,0,0,5,18,30,28956,4436,-457.4238679,smFISH_Human_L2-L3_Replicate2,58,2,4453.080114,239.6040335
58,4,1,2,1,0,0,1,3,18,30,28042,4236,138.5761321,smFISH_Human_L2-L3_Replicate2,59,2,4162.62636,797.1456163
59,0,1,0,0,0,0,0,0,2,3,17366,4618,124.5761321,smFISH_Human_L2-L3_Replicate2,60,2,4542.139597,842.8588788
60,3,1,2,3,19,2,2,1,5,38,24766,4446,-101.4238679,smFISH_Human_L2-L3_Replicate2,61,2,4407.468348,592.8115742
61,1,1,5,2,2,1,1,1,4,18,27570,4122,-647.4238679,smFISH_Human_L2-L3_Replicate2,62,2,4172.533135,2.983255239
62,1,1,0,1,1,0,1,2,1,8,13376,4050,-785.4238679,smFISH_Human_L2-L3_Replicate2,63,2,4122.923135,144.5526655
63,0,2,3,1,1,1,1,9,34,52,13736,4118,-913.4238679,smFISH_Human_L2-L3_Replicate2,64,2,4210.043312,260.3890794
64,0,0,1,0,4,0,0,24,1,30,23154,4498,-945.4238679,smFISH_Human_L2-L3_Replicate2,65,2,4590.386646,232.7675537
65,9,3,2,0,2,3,0,22,61,102,31070,4498,-1127.423868,smFISH_Human_L2-L3_Replicate2,66,2,4618.754895,412.5430872
66,3,2,6,0,2,2,1,20,111,147,32598,4664,-1299.423868,smFISH_Human_L2-L3_Replicate2,67,2,4809.53554,556.5665068
67,1,0,3,0,0,1,0,5,32,42,17168,4588,-1645.423868,smFISH_Human_L2-L3_Replicate2,68,2,4788.395286,910.183658
68,1,0,8,1,2,0,0,6,16,34,30562,4292,-1761.423868,smFISH_Human_L2-L3_Replicate2,69,2,4514.093962,1070.903239
69,1,1,2,0,0,0,0,19,71,94,32990,4144,-1653.423868,smFISH_Human_L2-L3_Replicate2,70,2,4351.068962,987.291938
70,6,4,32,4,5,1,4,4,6,66,27306,4132,-2207.423868,smFISH_Human_L2-L3_Replicate2,71,2,4425.567335,1536.391194
71,0,0,0,0,0,0,0,0,0,0,17042,4196,-2531.423868,smFISH_Human_L2-L3_Replicate2,72,2,4539.286823,1846.455506
72,0,0,0,0,0,0,0,0,0,0,11546,4066,-2563.423868,smFISH_Human_L2-L3_Replicate2,73,2,4415.863552,1898.327426
73,0,0,0,0,0,0,0,0,1,1,14196,5062,-1657.423868,smFISH_Human_L2-L3_Replicate2,74,3,5258.472329,848.1548461
74,0,0,1,0,0,0,0,0,1,2,19040,5298,-1359.423868,smFISH_Human_L2-L3_Replicate2,75,3,5445.138744,517.0119021
75,1,0,1,0,2,0,0,1,8,13,11948,4930,-1049.423868,smFISH_Human_L2-L3_Replicate2,76,2,5033.317021,268.1608052
76,5,0,3,0,0,0,0,15,58,81,28846,4804,-1049.423868,smFISH_Human_L2-L3_Replicate2,77,2,4908.857037,287.8003624
77,7,0,3,0,2,0,0,21,73,106,30550,5044,-743.4238679,smFISH_Human_L2-L3_Replicate2,78,2,5098.227607,51.86828083
78,4,2,3,1,15,5,0,3,8,41,34318,4894,-469.4238679,smFISH_Human_L2-L3_Replicate2,79,2,4907.352715,299.1389334
79,1,0,0,0,1,0,0,0,0,2,11402,4822,-253.4238679,smFISH_Human_L2-L3_Replicate2,80,2,4802.564911,501.2763031
80,4,2,2,1,1,0,0,12,47,69,16826,4722,-281.4238679,smFISH_Human_L2-L3_Replicate2,81,2,4708.151491,458.0315785
81,0,0,1,0,2,0,0,1,4,8,20925,5344,-83.42386792,smFISH_Human_L2-L3_Replicate2,82,2,5291.687032,750.5623846
82,9,1,3,1,1,1,1,8,80,105,35978,5274,-723.4238679,smFISH_Human_L2-L3_Replicate2,83,2,5322.299078,107.4738194
83,8,0,3,0,0,1,0,5,57,74,24266,5380,-545.4238679,smFISH_Human_L2-L3_Replicate2,84,2,5399.258738,299.8204094
84,0,2,3,0,2,1,0,18,61,87,29234,5462,-331.4238679,smFISH_Human_L2-L3_Replicate2,85,2,5446.900432,523.986127
85,0,0,1,0,0,0,0,0,2,3,16680,5740,-581.4238679,smFISH_Human_L2-L3_Replicate2,86,3,5760.469996,320.3734344
86,2,0,3,1,2,1,0,1,1,11,26362,5192,-957.4238679,smFISH_Human_L2-L3_Replicate2,87,2,5277.774773,136.4474514
87,6,26,2,1,4,0,1,22,96,158,38818,5590,-1071.423868,smFISH_Human_L2-L3_Replicate2,88,3,5688.679404,187.0180425
88,14,38,7,9,5,5,10,46,195,329,63924,5958,-1005.423868,smFISH_Human_L2-L3_Replicate2,89,3,6041.894194,64.46474055
89,10,19,5,5,5,4,2,29,96,175,50856,6252,-991.4238679,smFISH_Human_L2-L3_Replicate2,90,3,6330.118652,4.810219848
90,8,5,1,3,1,1,4,21,76,120,34604,6280,-1375.423868,smFISH_Human_L2-L3_Replicate2,91,3,6417.630315,379.7524938
91,0,1,2,0,2,0,0,21,3,29,29902,5786,-1275.423868,smFISH_Human_L2-L3_Replicate2,92,3,5914.081203,357.9742621
92,5,32,4,2,4,4,1,24,64,140,34832,5636,-1395.423868,smFISH_Human_L2-L3_Replicate2,93,3,5784.618894,499.8880061
93,1,2,2,1,47,2,1,2,22,80,30236,5588,-1635.423868,smFISH_Human_L2-L3_Replicate2,94,3,5774.614247,744.4363797
94,2,0,1,2,1,1,1,3,34,45,21860,5692,-1771.423868,smFISH_Human_L2-L3_Replicate2,95,3,5898.541376,862.5637128
95,0,1,1,0,2,0,0,0,2,6,28298,5524,-1981.423868,smFISH_Human_L2-L3_Replicate2,96,3,5765.327325,1096.183097
96,0,0,0,0,0,0,0,0,1,1,20086,6152,-1897.423868,smFISH_Human_L2-L3_Replicate2,97,3,6372.558655,915.3237267
97,0,0,0,0,0,0,0,0,3,3,16268,6282,-489.4238679,smFISH_Human_L2-L3_Replicate2,98,3,6281.505492,495.7302487
98,0,0,0,0,0,0,0,7,3,10,22390,5674,118.5761321,smFISH_Human_L2-L3_Replicate2,99,2,5586.16802,1001.530407
99,1,0,0,0,0,0,0,6,15,22,5255,5562,-21.42386792,smFISH_Human_L2-L3_Replicate2,100,2,5497.358652,845.7841506
100,0,0,0,0,0,0,0,0,4,4,22652,6276,-167.4238679,smFISH_Human_L2-L3_Replicate2,101,3,6225.388846,812.859437
101,0,3,0,0,3,0,0,2,2,10,14336,6356,-503.4238679,smFISH_Human_L2-L3_Replicate2,102,3,6356.783211,493.4357046
102,1,0,2,0,0,0,0,10,31,44,21938,5794,-2473.423868,smFISH_Human_L2-L3_Replicate2,103,3,6108.715087,1540.084938
103,1,0,0,0,6,0,0,2,4,13,26942,5556,-2537.423868,smFISH_Human_L2-L3_Replicate2,104,3,5883.599653,1640.39965
104,1,1,2,1,1,0,0,3,0,9,20702,4612,-2675.423868,smFISH_Human_L2-L3_Replicate2,105,0,4972.647536,1923.853776
105,1,0,0,0,2,0,0,1,0,4,20702,4404,-2671.423868,smFISH_Human_L2-L3_Replicate2,106,2,4766.566306,1952.323522
106,0,2,0,0,35,1,0,1,0,39,18120,5744,-2113.423868,smFISH_Human_L2-L3_Replicate2,107,3,6003.213183,1192.278457
107,0,0,1,0,1,0,0,0,0,2,15944,6564,-521.4238679,smFISH_Human_L2-L3_Replicate2,108,3,6565.046615,508.0765632
108,0,1,3,0,25,0,0,0,5,34,22936,6566,-665.4238679,smFISH_Human_L2-L3_Replicate2,109,3,6589.467378,366.1483197
109,0,1,1,0,6,0,0,5,2,15,22926,6696,-609.4238679,smFISH_Human_L2-L3_Replicate2,110,3,6709.149782,441.7269037
110,0,0,0,0,0,0,0,1,4,5,16942,7080,-643.4238679,smFISH_Human_L2-L3_Replicate2,111,3,7093.755965,467.996352
111,1,3,13,0,1,0,0,29,64,111,23950,6918,-217.4238679,smFISH_Human_L2-L3_Replicate2,112,3,6867.335577,863.5387743
112,3,2,2,2,0,0,1,9,35,54,22329,6502,112.5761321,smFISH_Human_L2-L3_Replicate2,113,3,6404.983136,1124.663688
113,0,1,0,0,0,0,0,5,6,12,17378,6384,102.5761321,smFISH_Human_L2-L3_Replicate2,114,3,6289.984068,1096.39331
114,0,0,0,0,0,0,0,0,0,0,5972,7096,16.57613208,smFISH_Human_L2-L3_Replicate2,115,3,7006.686536,1122.423517
115,0,0,0,0,0,0,0,0,0,0,15438,7360,-149.4238679,smFISH_Human_L2-L3_Replicate2,116,3,7293.334175,999.6019747
116,0,0,0,0,0,0,0,0,0,0,20432,7510,-331.4238679,smFISH_Human_L2-L3_Replicate2,117,3,7469.869073,843.2068665
117,11,32,2,3,3,2,3,23,153,232,60382,7018,-917.4238679,smFISH_Human_L2-L3_Replicate2,118,3,7075.221994,187.6813651
118,0,1,1,0,0,1,0,1,1,5,28712,7202,-1163.423868,smFISH_Human_L2-L3_Replicate2,119,3,7295.31698,26.63195009
119,0,0,0,0,0,0,0,0,0,0,20400,7012,-1135.423868,smFISH_Human_L2-L3_Replicate2,120,3,7103.274879,28.58938104
120,2,2,1,2,0,0,3,0,4,14,50080,7468,-771.4238679,smFISH_Human_L2-L3_Replicate2,121,3,7496.964992,402.0381787
121,0,0,0,0,0,0,0,0,1,1,8066,7358,-1219.423868,smFISH_Human_L2-L3_Replicate2,122,3,7458.138986,57.63185658
122,0,0,1,0,61,0,1,0,4,67,34998,8158,-585.4238679,smFISH_Human_L2-L3_Replicate2,123,3,8149.539847,693.314779
123,5,20,5,2,4,2,2,9,88,137,45168,7776,-631.4238679,smFISH_Human_L2-L3_Replicate2,124,3,7779.37878,588.3348571
124,0,0,0,0,0,0,0,0,0,0,20308,7884,-365.4238679,smFISH_Human_L2-L3_Replicate2,125,3,7844.597479,867.9176199
125,1,2,0,0,44,0,1,1,4,53,30840,8268,-243.4238679,smFISH_Human_L2-L3_Replicate2,126,3,8204.88802,1048.280383
126,6,28,2,1,1,4,3,7,74,126,24570,8128,-369.4238679,smFISH_Human_L2-L3_Replicate2,127,3,8086.238705,901.9986677
127,1,2,0,1,1,0,1,6,28,40,13184,8242,-407.4238679,smFISH_Human_L2-L3_Replicate2,128,3,8204.768399,882.2322399
128,0,1,0,0,1,0,0,2,0,4,17454,8366,-589.4238679,smFISH_Human_L2-L3_Replicate2,129,3,8355.621078,721.7845247
129,0,0,0,0,0,0,0,0,2,2,22044,8630,-407.4238679,smFISH_Human_L2-L3_Replicate2,130,3,8588.02613,942.7096066
130,0,3,3,1,2,2,0,3,1,15,30558,8702,152.5761321,smFISH_Human_L2-L3_Replicate2,131,3,8571.8592,1507.087698
131,2,21,1,2,1,1,2,7,63,100,33238,8582,-667.4238679,smFISH_Human_L2-L3_Replicate2,132,3,8581.138873,678.4056799
132,2,3,3,0,68,0,0,0,4,80,30162,8968,-945.4238679,smFISH_Human_L2-L3_Replicate2,133,3,9005.75277,463.9691191
133,4,3,4,0,4,2,1,35,73,126,46106,8938,-1401.423868,smFISH_Human_L2-L3_Replicate2,134,3,9047.195933,8.866422712
134,6,6,4,8,4,4,8,25,132,197,52120,8570,-1547.423868,smFISH_Human_L2-L3_Replicate2,135,3,8706.450702,192.7090918
135,11,24,8,4,8,6,10,30,105,206,64218,7928,-1499.423868,smFISH_Human_L2-L3_Replicate2,136,3,8064.815711,245.3639844
136,8,16,3,1,5,1,2,21,51,108,37856,8000,-1899.423868,smFISH_Human_L2-L3_Replicate2,137,3,8198.283503,629.2524428
137,1,2,2,0,2,1,0,2,2,12,15216,7872,-1931.423868,smFISH_Human_L2-L3_Replicate2,138,3,8076.835787,680.812624
138,5,9,1,1,0,0,1,8,43,68,26458,7104,-2065.423868,smFISH_Human_L2-L3_Replicate2,139,3,7339.10906,932.8826073
139,5,32,3,2,4,3,3,7,66,125,47790,8848,-1839.423868,smFISH_Human_L2-L3_Replicate2,140,3,9026.566785,437.8084459
140,3,18,6,13,8,4,8,35,72,167,43486,9064,-1635.423868,smFISH_Human_L2-L3_Replicate2,141,3,9208.129381,202.6339917
141,5,9,5,4,5,2,7,6,32,75,35522,9520,-1647.423868,smFISH_Human_L2-L3_Replicate2,142,3,9660.426426,143.4108307
142,0,1,1,0,1,0,0,1,0,4,18742,9298,-705.4238679,smFISH_Human_L2-L3_Replicate2,143,3,9294.310716,752.4726922
143,0,0,0,0,0,1,0,0,2,3,29228,9324,-1353.423868,smFISH_Human_L2-L3_Replicate2,144,3,9420.996372,116.4453779
144,5,20,2,4,6,1,0,9,37,84,24098,9186,-1023.423868,smFISH_Human_L2-L3_Replicate2,145,3,9233.24612,420.9020133
145,6,22,1,2,2,3,4,27,166,233,53954,9530,-975.4238679,smFISH_Human_L2-L3_Replicate2,146,3,9565.559898,521.9344494
146,0,0,0,0,0,0,0,0,1,1,14412,6644,-1971.423868,smFISH_Human_L2-L3_Replicate2,147,3,6870.079605,911.7314784
147,0,1,2,0,0,0,0,0,3,6,20802,6532,-1895.423868,smFISH_Human_L2-L3_Replicate2,148,3,6747.602425,854.1177607
148,3,3,2,2,4,0,3,5,14,36,14458,6814,-2237.423868,smFISH_Human_L2-L3_Replicate2,149,3,7079.463094,1147.98252
149,0,0,0,0,0,0,0,0,1,1,27538,8392,-2093.423868,smFISH_Human_L2-L3_Replicate2,150,3,8615.731027,759.7804634
150,0,0,0,0,0,0,0,0,1,1,20944,8246,-2189.423868,smFISH_Human_L2-L3_Replicate2,151,3,8486.478962,877.3640657
151,2,0,0,3,1,0,2,1,2,11,28166,8002,-2289.423868,smFISH_Human_L2-L3_Replicate2,152,3,8261.048164,1014.17399
152,11,30,9,12,10,8,11,17,86,194,60924,7606,-1873.423868,smFISH_Human_L2-L3_Replicate2,153,3,7805.046499,664.9828074
153,1,2,0,0,0,0,0,2,3,8,20846,7066,-2535.423868,smFISH_Human_L2-L3_Replicate2,154,3,7374.832175,1403.061147
154,0,0,0,0,0,0,0,0,1,1,16278,6924,-399.4238679,smFISH_Human_L2-L3_Replicate2,155,3,6901.630492,684.6984579
155,0,1,1,0,1,0,0,1,0,4,7994,9528,40.57613208,smFISH_Human_L2-L3_Replicate2,156,3,9405.220928,1525.204809
156,0,1,0,0,1,0,0,1,3,6,19344,9196,-541.4238679,smFISH_Human_L2-L3_Replicate2,157,3,9167.994797,898.5695386
157,2,1,0,1,1,0,1,2,1,9,17712,8988,-679.4238679,smFISH_Human_L2-L3_Replicate2,158,3,8984.047035,729.8353657
158,6,0,0,0,84,0,0,1,4,95,26538,8898,-2327.423868,smFISH_Human_L2-L3_Replicate2,159,3,9152.019985,912.0504672
159,4,21,2,1,1,7,1,18,84,139,40925,9146,78.57613208,smFISH_Human_L2-L3_Replicate2,160,3,9021.966823,1503.198211
160,11,44,3,7,4,2,4,5,151,231,70120,9896,-2491.423868,smFISH_Human_L2-L3_Replicate2,161,3,10163.38468,918.4882401
161,1,3,2,3,6,2,3,3,10,33,15872,10662,-2345.423868,smFISH_Human_L2-L3_Replicate2,162,3,10897.26542,654.8766639
162,2,5,3,2,1,2,0,4,35,54,32390,11182,-2497.423868,smFISH_Human_L2-L3_Replicate2,163,3,11434.60197,723.9667268
163,0,0,0,0,0,0,0,0,0,0,17420,9974,-1667.423868,smFISH_Human_L2-L3_Replicate2,164,3,10111.99487,92.40163008
164,0,0,1,1,70,0,0,0,5,77,30218,10044,-1253.423868,smFISH_Human_L2-L3_Replicate2,165,3,10116.60933,327.4491848
165,1,0,0,0,1,0,0,0,1,3,18964,9928,-1387.423868,smFISH_Human_L2-L3_Replicate2,166,3,10022.91364,177.0061166
166,0,0,0,0,0,0,0,0,0,0,17698,9726,-1659.423868,smFISH_Human_L2-L3_Replicate2,167,3,9865.779057,123.1550453
167,0,2,0,0,1,0,0,1,2,6,23468,11012,-927.4238679,smFISH_Human_L2-L3_Replicate2,168,3,11021.96465,800.3463784
168,4,21,4,1,6,2,1,9,64,112,31764,10968,-657.4238679,smFISH_Human_L2-L3_Replicate2,169,3,10936.41767,1060.188088
169,0,1,0,0,0,0,0,0,2,3,25998,10474,-195.4238679,smFISH_Human_L2-L3_Replicate2,170,3,10376.44379,1439.541831
170,0,0,5,0,0,0,0,4,9,18,17023,10016,86.57613208,smFISH_Human_L2-L3_Replicate2,171,3,9880.086428,1646.706898
171,3,8,21,2,10,2,1,22,53,122,20835,9882,94.57613208,smFISH_Human_L2-L3_Replicate2,172,3,9746.477266,1633.722606
172,3,18,2,5,3,2,4,14,36,87,34738,9684,316.5761321,smFISH_Human_L2-L3_Replicate2,173,3,9516.29426,1822.147085
173,2,4,2,2,1,2,2,14,60,89,29378,10056,-183.4238679,smFISH_Human_L2-L3_Replicate2,174,3,9961.682299,1386.241711
174,1,3,1,1,3,0,1,2,7,19,17028,9924,-85.42386792,smFISH_Human_L2-L3_Replicate2,175,3,9816.020438,1462.469147
175,0,1,0,1,1,0,1,3,17,24,15642,10196,-515.4238679,smFISH_Human_L2-L3_Replicate2,176,3,10151.71985,1080.121259
176,9,20,0,2,2,7,5,8,85,138,27676,10148,-625.4238679,smFISH_Human_L2-L3_Replicate2,177,3,10121.45216,963.9839812
177,0,1,0,1,0,0,0,0,7,9,14042,10788,-297.4238679,smFISH_Human_L2-L3_Replicate2,178,3,10702.50467,1387.731534
178,7,17,2,6,2,2,5,1,56,98,26216,10712,-237.4238679,smFISH_Human_L2-L3_Replicate2,179,3,10618.0814,1435.152111
179,3,2,1,0,0,1,0,0,27,34,23836,10374,-1465.423868,smFISH_Human_L2-L3_Replicate2,180,3,10475.6203,169.4772572
180,9,25,5,6,6,10,9,7,45,122,34100,10322,-1343.423868,smFISH_Human_L2-L3_Replicate2,181,3,10405.23978,281.8809172
181,5,23,4,4,5,12,1,7,51,112,35302,11222,-1511.423868,smFISH_Human_L2-L3_Replicate2,182,3,11320.42575,256.2168225
182,0,1,1,1,2,0,0,1,1,7,30970,10990,-1849.423868,smFISH_Human_L2-L3_Replicate2,183,3,11143.94522,113.8137498
183,0,0,1,0,0,0,0,0,0,1,18088,11632,-1135.423868,smFISH_Human_L2-L3_Replicate2,184,3,11666.80765,691.527717
184,8,31,3,4,4,9,6,6,73,144,45234,12052,-1299.423868,smFISH_Human_L2-L3_Replicate2,185,4,12107.23687,594.9973721
185,0,0,1,0,0,0,0,1,5,7,12926,12110,-565.4238679,smFISH_Human_L2-L3_Replicate2,186,0,12050.11976,1329.066603
186,11,20,6,9,5,3,9,15,62,140,30860,12000,-487.4238679,smFISH_Human_L2-L3_Replicate2,187,0,11929.30639,1388.967615
187,0,2,1,0,1,2,0,2,5,13,21312,12044,-1983.423868,smFISH_Human_L2-L3_Replicate2,188,4,12205.94938,81.88950089
188,4,12,3,5,4,5,4,3,45,85,33140,12016,-1771.423868,smFISH_Human_L2-L3_Replicate2,189,4,12145.24727,123.1550162
189,0,2,0,0,1,0,0,1,0,4,24398,12406,-1415.423868,smFISH_Human_L2-L3_Replicate2,190,4,12474.99102,535.5929676
190,3,16,2,1,2,3,1,3,27,58,19872,12492,-1275.423868,smFISH_Human_L2-L3_Replicate2,191,4,12538.11817,687.2866166
191,3,11,3,1,0,8,4,4,79,113,41458,12486,-2005.423868,smFISH_Human_L2-L3_Replicate2,192,4,12645.97624,34.72628957
192,0,0,0,0,0,0,0,1,1,2,14396,11918,-1945.423868,smFISH_Human_L2-L3_Replicate2,193,4,12075.56636,63.99350717
193,1,1,0,1,0,0,1,12,0,16,24076,10022,-2153.423868,smFISH_Human_L2-L3_Replicate2,194,3,10235.16078,564.979835
