sample_id,cc.min.diff
SM-D9CZ1_S68_E1-50,0.583727202
SM-D9CZ1_S70_E1-50,0.003144713
SM-D9CZ1_S73_E1-50,0.118050938
SM-D9CZ1_S77_E1-50,0.169005754
SM-D9CZ1_S81_E1-50,0.621215123
SM-D9CZ1_S82_E1-50,0.724380129
SM-D9CZ1_S84_E1-50,0.699666063
SM-D9CZ1_S85_E1-50,0.701132871
SM-D9CZ1_S86_E1-50,0.687561398
SM-D9CZ1_S90_E1-50,0.434769911
SM-D9CZ1_S92_E1-50,0.559874149
SM-D9CZ1_S93_E1-50,0.595595376
SM-D9CZ3_S01_E1-50,0.570578808
SM-D9CZ3_S03_E1-50,0.548660445
SM-D9CZ3_S13_E1-50,0.440446802
SM-D9CZ3_S14_E1-50,0.626139381
SM-D9CZ3_S20_E1-50,0.847831284
SM-D9CZ3_S23_E1-50,0.492984782
SM-D9CZ3_S26_E1-50,0.582362553
SM-D9CZ3_S41_E1-50,0.778287641
SM-D9CZ3_S52_E1-50,0.502998793
SM-D9CZ3_S70_E1-50,0.884027103
SM-D9CZ3_S76_E1-50,0.194132815
SM-D9CZ3_S78_E1-50,0.334287601
SM-D9CZ3_S83_E1-50,0.657256508
SM-D9CZ3_S85_E1-50,0.365547597
SM-D9CZ3_S89_E1-50,0.613087948
SM-D9CZ3_S93_E1-50,0.329715572
SM-D9CZ4_S02_E1-50,0.566610073
SM-D9CZ4_S14_E1-50,0.605115077
SM-D9CZ4_S21_E1-50,0.42440041
SM-D9CZ4_S22_E1-50,0.384372635
SM-D9CZ4_S25_E1-50,0.09329031
SM-D9CZ4_S26_E1-50,0.645966772
SM-D9CZ4_S27_E1-50,0.442217898
SM-D9CZ4_S31_E1-50,0.539653199
SM-D9CZ4_S37_E1-50,0.210151995
SM-D9CZ4_S44_E1-50,0.286075219
SM-D9CZ4_S50_E1-50,0.425339256
SM-D9CZ4_S61_E1-50,0.832121047
SM-D9CZ4_S78_E1-50,0.336588658
SM-D9CZ4_S79_E1-50,0.439207873
SM-D9CZ4_S84_E1-50,0.840506889
SM-D9CZ4_S85_E1-50,0.275119692
SM-D9CZ4_S86_E1-50,0.387133063
SM-D9CZ4_S91_E1-50,0.491436544
SM-D9CZ4_S92_E1-50,0.607931074
SM-D9CZ4_S93_E1-50,0.517066335
SM-D9CZ4_S95_E1-50,0.051900127
SM-D9CZ5_S06_E1-50,0.564174298
SM-D9CZ5_S10_E1-50,0.337196801
SM-D9CZ5_S11_E1-50,0.554610394
SM-D9CZ5_S12_E1-50,0.680998939
SM-D9CZ5_S14_E1-50,0.601379503
SM-D9CZ5_S17_E1-50,0.250604578
SM-D9CZ5_S41_E1-50,0.24074653
SM-D9CZ5_S59_E1-50,0.415811105
SM-D9CZ5_S82_E1-50,0.600269691
SM-D9CZ5_S86_E1-50,0.864216064
SM-D9CZ5_S93_E1-50,0.545556464
SM-D9CZ5_S94_E1-50,0.809286381
SM-D9CZ7_S05_E1-50,0.287751997
SM-D9CZ7_S06_E1-50,0.560346893
SM-D9CZ7_S25_E1-50,0.344718062
SM-D9CZ7_S27_E1-50,0.886422206
SM-D9CZ7_S36_E1-50,0.155316143
SM-D9CZ7_S37_E1-50,0.697744383
SM-D9CZ7_S39_E1-50,0.823137117
SM-D9CZ7_S43_E1-50,0.525476734
SM-D9CZ7_S47_E1-50,0.232513785
SM-D9CZ7_S53_E1-50,0.319863156
SM-D9CZ7_S60_E1-50,0.414145942
SM-D9CZ8_S18_E1-50,0.526691898
SM-D9CZ8_S19_E1-50,0.399805788
SM-D9CZ8_S21_E1-50,0.32591131
SM-D9CZ8_S22_E1-50,0.382653611
SM-D9CZ8_S23_E1-50,0.451317648
SM-D9CZ8_S26_E1-50,0.576840078
SM-D9CZ8_S27_E1-50,0.616277573
SM-D9CZ8_S29_E1-50,0.664442931
SM-D9CZ8_S35_E1-50,0.560320784
SM-D9CZ8_S37_E1-50,0.408795862
SM-D9CZ8_S38_E1-50,0.28111922
SM-D9CZ8_S39_E1-50,0.525169233
SM-D9CZ8_S44_E1-50,0.585246971
SM-D9CZ8_S49_E1-50,0.430326986
SM-D9CZ8_S50_E1-50,0.4140241
SM-D9CZ8_S53_E1-50,0.678977543
SM-D9CZ8_S54_E1-50,0.614940187
SM-D9CZ8_S58_E1-50,0.607973948
SM-D9CZ8_S60_E1-50,0.309730411
SM-D9CZ8_S62_E1-50,0.420407013
SM-D9CZ8_S63_E1-50,0.594686644
SM-D9CZ8_S84_E1-50,0.553235242
SM-D9CZ8_S86_E1-50,0.579609074
SM-D9CZ8_S89_E1-50,0.592204188
SM-D9CZ8_S93_E1-50,0.268775058
SM-D9CZ9_S25_E1-50,0.308058767
SM-D9CZ9_S27_E1-50,0.099273477
SM-D9CZ9_S31_E1-50,0.293442578
SM-D9CZ9_S33_E1-50,0.425933869
SM-D9CZ9_S35_E1-50,0.09419305
SM-D9CZ9_S36_E1-50,0.805141837
SM-D9CZ9_S42_E1-50,0.595242156
SM-D9CZ9_S47_E1-50,0.3875647
SM-D9CZ9_S49_E1-50,0.280014266
SM-D9CZ9_S50_E1-50,0.336473332
SM-D9CZ9_S53_E1-50,0.717344148
SM-D9CZ9_S54_E1-50,0.669255095
SM-D9CZ9_S58_E1-50,0.628659643
SM-D9CZ9_S60_E1-50,0.727902528
SM-D9CZ9_S63_E1-50,0.435683344
SM-D9CZ9_S66_E1-50,0.787632853
SM-D9CZ9_S67_E1-50,0.807662632
SM-D9CZ9_S68_E1-50,0.664679566
SM-D9CZ9_S69_E1-50,0.321193337
SM-D9CZ9_S70_E1-50,0.348107501
SM-D9CZ9_S71_E1-50,0.587204935
SM-D9CZ9_S76_E1-50,0.584405706
SM-D9CZ9_S78_E1-50,0.818169209
SM-D9CZ9_S85_E1-50,0.467058565
SM-D9CZ9_S86_E1-50,0.880059528
SM-D9CZA_S07_E1-50,0.482358559
SM-D9CZA_S35_E1-50,0.471636938
SM-D9CZA_S37_E1-50,0.513915713
SM-D9CZA_S45_E1-50,0.612534578
SM-D9CZA_S49_E1-50,0.679477368
SM-D9CZA_S58_E1-50,0.248076682
SM-D9CZA_S63_E1-50,0.420146593
SM-D9CZA_S66_E1-50,0.414121671
SM-D9CZA_S68_E1-50,0.651771433
SM-D9CZA_S73_E1-50,0.399209591
SM-D9CZA_S78_E1-50,0.364472683
SM-D9CZA_S82_E1-50,0.410873502
SM-D9CZA_S84_E1-50,0.411040705
SM-D9CZA_S85_E1-50,0.416655738
SM-D9CZA_S87_E1-50,0.170132523
SM-D9CZA_S91_E1-50,0.282749035
SM-D9CZB_S02_E1-50,0.561680011
SM-D9CZB_S03_E1-50,0.347803636
SM-D9CZB_S07_E1-50,0.340396956
SM-D9CZB_S19_E1-50,0.092782871
SM-D9CZB_S23_E1-50,0.004232824
SM-D9CZB_S37_E1-50,0.633476929
SM-D9CZB_S39_E1-50,0.739192364
SM-D9CZB_S52_E1-50,0.405527857
SM-D9CZB_S59_E1-50,0.272473501
SM-D9CZB_S66_E1-50,0.477782833
SM-D9CZB_S86_E1-50,0.498182653
SM-D9CZB_S91_E1-50,0.544024135
SM-D9CZC_S46_E1-50,0.545422724
SM-D9CZC_S55_E1-50,0.642439492
SM-D9CZC_S59_E1-50,0.515867625
SM-D9CZC_S60_E1-50,0.33093641
SM-D9CZC_S67_E1-50,0.38507617
SM-D9CZC_S72_E1-50,0.831881405
SM-D9CZC_S74_E1-50,0.755659642
SM-D9CZC_S76_E1-50,0.592926508
SM-D9CZC_S77_E1-50,0.586650105
SM-D9CZC_S78_E1-50,0.602302391
SM-D9CZC_S79_E1-50,0.593252207
SM-D9CZC_S81_E1-50,0.537203465
SM-D9CZC_S85_E1-50,0.579005779
SM-D9CZC_S92_E1-50,0.446352227
SM-D9CZC_S95_E1-50,0.597317456
SM-D9CZD_S09_E1-50,0.481993196
SM-D9CZD_S36_E1-50,0.572527159
SM-D9CZD_S60_E1-50,0.591004984
SM-D9CZD_S66_E1-50,0.530155711
SM-D9CZD_S92_E1-50,0.555079196
SM-D9CZD_S93_E1-50,0.316607457
SM-D9CZG_S03_E1-50,0.622661958
SM-D9CZG_S09_E1-50,0.384880406
SM-D9CZG_S30_E1-50,0.197988237
SM-D9CZG_S46_E1-50,0.368606265
SM-D9CZG_S54_E1-50,0.30269072
SM-D9CZG_S59_E1-50,0.641839264
SM-D9CZG_S62_E1-50,0.184757371
SM-D9CZG_S63_E1-50,0.049315451
SM-D9CZG_S73_E1-50,0.793340749
SM-D9CZG_S77_E1-50,0.418717119
SM-D9CZG_S79_E1-50,0.580517023
SM-D9CZG_S82_E1-50,0.480100447
SM-D9CZG_S85_E1-50,0.437535959
SM-D9CZG_S89_E1-50,0.309198359
SM-D9CZG_S94_E1-50,0.239558928
SM-D9CZH_S14_E1-50,0.154019134
SM-D9CZH_S34_E1-50,0.651979127
SM-D9CZH_S37_E1-50,0.420348864
SM-D9CZH_S38_E1-50,0.28412207
SM-D9CZH_S44_E1-50,0.401850296
SM-D9CZH_S50_E1-50,0.549896589
SM-D9CZH_S51_E1-50,0.637133967
SM-D9CZH_S53_E1-50,0.608249432
SM-D9CZH_S59_E1-50,0.715006514
SM-D9CZH_S82_E1-50,0.138940374
SM-D9CZH_S95_E1-50,0.41656976
SM-D9CZI_S05_E1-50,0.574251378
SM-D9CZI_S14_E1-50,0.52854982
SM-D9CZI_S15_E1-50,0.29875204
SM-D9CZI_S27_E1-50,0.352218138
SM-D9CZI_S30_E1-50,0.422340871
SM-D9CZI_S35_E1-50,0.286449025
SM-D9CZI_S42_E1-50,0.673080265
SM-D9CZI_S49_E1-50,0.348898787
SM-D9CZI_S51_E1-50,0.491982052
SM-D9CZI_S52_E1-50,0.451478954
SM-D9CZI_S54_E1-50,0.404839697
SM-D9CZI_S57_E1-50,0.43248796
SM-D9CZI_S59_E1-50,0.623208154
SM-D9CZI_S66_E1-50,0.408918488
SM-D9CZI_S67_E1-50,0.432170405
SM-D9CZI_S68_E1-50,0.59390382
SM-D9CZI_S69_E1-50,0.549924391
SM-D9CZI_S70_E1-50,0.103726155
SM-D9CZI_S73_E1-50,0.619413347
SM-D9CZI_S78_E1-50,0.253158038
SM-D9CZI_S92_E1-50,0.479643013
SM-D9CZJ_S01_E1-50,0.663716861
SM-D9CZJ_S17_E1-50,0.429538665
SM-D9CZJ_S19_E1-50,0.291626331
SM-D9CZJ_S22_E1-50,0.821367139
SM-D9CZJ_S23_E1-50,0.093108596
SM-D9CZJ_S25_E1-50,0.76692905
SM-D9CZJ_S26_E1-50,0.606706057
SM-D9CZJ_S28_E1-50,0.830343042
SM-D9CZJ_S30_E1-50,0.54858436
SM-D9CZJ_S39_E1-50,0.397557151
SM-D9CZJ_S45_E1-50,0.509317568
SM-D9CZJ_S52_E1-50,0.567972575
SM-D9CZJ_S70_E1-50,0.520759095
SM-D9CZJ_S81_E1-50,0.501846367
SM-D9CZJ_S82_E1-50,0.882544951
SM-D9CZJ_S83_E1-50,0.715459216
SM-D9CZJ_S85_E1-50,0.127371639
SM-D9CZN_S03_E1-50,0.607515746
SM-D9CZN_S09_E1-50,0.614477819
SM-D9CZN_S12_E1-50,0.725073907
SM-D9CZN_S15_E1-50,0.540079545
SM-D9CZN_S19_E1-50,0.403607183
SM-D9CZN_S22_E1-50,0.195791909
SM-D9CZN_S35_E1-50,0.467597639
SM-D9CZN_S45_E1-50,0.220635924
SM-D9CZN_S47_E1-50,0.507409241
SM-D9CZN_S63_E1-50,0.428576107
SM-D9CZN_S86_E1-50,0.886182648
SM-D9CZO_S15_E1-50,0.212512118
SM-D9CZO_S17_E1-50,0.639127716
SM-D9CZO_S22_E1-50,0.274418816
SM-D9CZO_S28_E1-50,0.62222081
SM-D9CZO_S46_E1-50,0.598853399
SM-D9CZO_S47_E1-50,0.006015743
SM-D9CZO_S54_E1-50,0.586330103
SM-D9CZO_S57_E1-50,0.128231061
SM-D9CZO_S58_E1-50,0.564328662
SM-D9CZO_S59_E1-50,0.564363789
SM-D9CZO_S60_E1-50,0.314737923
SM-D9CZO_S62_E1-50,0.43939814
SM-D9CZO_S65_E1-50,0.391406942
SM-D9CZO_S70_E1-50,0.514719264
SM-D9CZO_S87_E1-50,0.596427476
SM-D9CZO_S89_E1-50,0.479178611
SM-D9CZR_S06_E1-50,0.568776569
SM-D9CZR_S13_E1-50,0.550293792
SM-D9CZR_S14_E1-50,0.489597978
SM-D9CZR_S18_E1-50,0.763392579
SM-D9CZR_S19_E1-50,0.64079085
SM-D9CZR_S23_E1-50,0.43848902
SM-D9CZR_S29_E1-50,0.367546115
SM-D9CZR_S36_E1-50,0.547496975
SM-D9CZR_S44_E1-50,0.828339788
SM-D9CZR_S46_E1-50,0.459314317
SM-D9CZR_S47_E1-50,0.88426585
SM-D9CZR_S52_E1-50,0.626367568
SM-D9CZR_S83_E1-50,0.149494809
SM-D9CZR_S87_E1-50,0.33718431
SM-D9CZR_S91_E1-50,0.082876438
SM-D9CZR_S92_E1-50,0.504740318
SM-D9CZS_S09_E1-50,0.085555638
SM-D9CZS_S13_E1-50,0.250016038
SM-D9CZS_S24_E1-50,0.343603357
SM-D9CZS_S35_E1-50,0.292727655
SM-D9CZS_S37_E1-50,0.420120647
SM-D9CZS_S38_E1-50,0.291571795
SM-D9CZS_S42_E1-50,0.121494094
SM-D9CZS_S51_E1-50,0.57172587
SM-D9CZS_S55_E1-50,0.411977996
SM-D9CZS_S75_E1-50,0.601751394
SM-D9CZS_S78_E1-50,0.316501058
SM-D9CZS_S79_E1-50,0.065832138
SM-D9CZS_S83_E1-50,0.09581271
SM-D9CZS_S92_E1-50,0.716213802
SM-D9CZU_S03_E1-50,0.443940124
SM-D9CZU_S10_E1-50,0.752704009
SM-D9CZU_S12_E1-50,0.479591704
SM-D9CZU_S20_E1-50,0.396282809
SM-D9CZU_S23_E1-50,0.323940372
SM-D9CZU_S28_E1-50,0.291884167
SM-D9CZU_S29_E1-50,0.221685438
SM-D9CZU_S30_E1-50,0.814071102
SM-D9CZU_S34_E1-50,0.274057556
SM-D9CZU_S36_E1-50,0.805692431
SM-D9CZU_S43_E1-50,0.349479593
SM-D9CZU_S55_E1-50,0.785550422
SM-D9CZU_S58_E1-50,0.866689438
SM-D9CZU_S62_E1-50,0.862367134
SM-D9CZU_S65_E1-50,0.862113831
SM-D9CZU_S75_E1-50,0.428119924
SM-D9CZU_S76_E1-50,0.407435016
SM-D9CZU_S77_E1-50,0.755237723
SM-D9CZU_S78_E1-50,0.362562229
SM-D9CZU_S90_E1-50,0.382575971
SM-D9CZV_S01_E1-50,0.331363845
SM-D9CZV_S04_E1-50,0.49807113
SM-D9CZV_S10_E1-50,0.642549321
SM-D9CZV_S25_E1-50,0.059461788
SM-D9CZV_S30_E1-50,0.41634715
SM-D9CZV_S31_E1-50,0.354379538
SM-D9CZV_S34_E1-50,0.260460072
SM-D9CZV_S35_E1-50,0.3199371
SM-D9CZV_S43_E1-50,0.229505739
SM-D9CZV_S47_E1-50,0.34223484
SM-D9CZV_S60_E1-50,0.885846242
SM-D9CZV_S66_E1-50,0.548125914
SM-D9CZV_S76_E1-50,0.598132156
SM-D9CZV_S78_E1-50,0.6962211
SM-D9CZW_S16_E1-50,0.542668781
SM-D9CZW_S21_E1-50,0.08367027
SM-D9CZW_S26_E1-50,0.561409588
SM-D9CZW_S29_E1-50,0.664868664
SM-D9CZW_S34_E1-50,0.491450405
SM-D9CZW_S42_E1-50,0.321071262
SM-D9CZW_S44_E1-50,0.655201696
SM-D9CZW_S46_E1-50,0.007371469
SM-D9CZW_S49_E1-50,0.308041582
SM-D9CZW_S53_E1-50,0.114426258
SM-D9CZW_S63_E1-50,0.62271579
SM-D9CZW_S69_E1-50,0.831185402
SM-D9CZW_S70_E1-50,0.855400721
SM-D9CZW_S83_E1-50,0.123272466
SM-D9CZX_S03_E1-50,0.745430126
SM-D9CZX_S05_E1-50,0.569937008
SM-D9CZX_S18_E1-50,0.615691996
SM-D9CZX_S28_E1-50,0.399778224
SM-D9CZX_S30_E1-50,0.180929171
SM-D9CZX_S34_E1-50,0.603351383
SM-D9CZX_S36_E1-50,0.583286847
SM-D9CZX_S37_E1-50,0.675952865
SM-D9CZX_S53_E1-50,0.550940907
SM-D9CZX_S65_E1-50,0.792167372
SM-D9CZX_S66_E1-50,0.383945708
SM-D9CZX_S74_E1-50,0.744621369
SM-D9CZX_S86_E1-50,0.097676888
SM-D9CZX_S89_E1-50,0.321744824
SM-D9CZX_S91_E1-50,0.457922463
SM-D9CZX_S93_E1-50,0.873751161
SM-D9CZY_S09_E1-50,0.767858753
SM-D9CZY_S10_E1-50,0.143370232
SM-D9CZY_S11_E1-50,0.24044548
SM-D9CZY_S12_E1-50,0.164522033
SM-D9CZY_S13_E1-50,0.796336548
SM-D9CZY_S15_E1-50,0.699526154
SM-D9CZY_S26_E1-50,0.451916562
SM-D9CZY_S28_E1-50,0.66357573
SM-D9CZY_S30_E1-50,0.823153188
SM-D9CZY_S31_E1-50,0.580905934
SM-D9CZY_S37_E1-50,0.321922929
SM-D9CZY_S42_E1-50,0.300221461
SM-D9CZY_S43_E1-50,0.311155313
SM-D9CZY_S50_E1-50,0.294355582
SM-D9CZY_S57_E1-50,0.434052287
SM-D9CZY_S59_E1-50,0.553882684
SM-D9CZY_S60_E1-50,0.577748062
SM-D9CZY_S67_E1-50,0.66910569
SM-D9CZY_S71_E1-50,0.305391063
SM-D9CZY_S74_E1-50,0.572047502
SM-D9CZY_S75_E1-50,0.419380485
SM-D9CZY_S78_E1-50,0.3284824
SM-D9CZY_S79_E1-50,0.603509299
SM-D9CZY_S81_E1-50,0.612443314
SM-D9CZY_S83_E1-50,0.609073798
SM-D9CZY_S85_E1-50,0.638849595
SM-D9CZY_S87_E1-50,0.068371607
SM-D9CZY_S89_E1-50,0.043768856
SM-D9CZZ_S02_E1-50,0.073143798
SM-D9CZZ_S06_E1-50,0.103669377
SM-D9CZZ_S07_E1-50,0.304203411
SM-D9CZZ_S11_E1-50,0.446144798
SM-D9CZZ_S14_E1-50,0.551512556
SM-D9CZZ_S18_E1-50,0.75288593
SM-D9CZZ_S20_E1-50,0.033471263
SM-D9CZZ_S21_E1-50,0.591459013
SM-D9CZZ_S34_E1-50,0.573544335
SM-D9CZZ_S49_E1-50,0.810334908
SM-D9CZZ_S50_E1-50,0.400752314
SM-D9CZZ_S51_E1-50,0.521516221
SM-D9CZZ_S52_E1-50,0.368678694
SM-D9CZZ_S53_E1-50,0.577677976
SM-D9CZZ_S54_E1-50,0.288800627
SM-D9CZZ_S55_E1-50,0.374174139
SM-D9CZZ_S57_E1-50,0.772260177
SM-D9CZZ_S58_E1-50,0.373909145
SM-D9CZZ_S59_E1-50,0.347124162
SM-D9CZZ_S60_E1-50,0.389956769
SM-D9CZZ_S61_E1-50,0.55213122
SM-D9CZZ_S62_E1-50,0.439604784
SM-D9CZZ_S63_E1-50,0.427687737
SM-D9CZZ_S65_E1-50,0.363160207
SM-D9CZZ_S66_E1-50,0.389952776
SM-D9CZZ_S67_E1-50,0.156101692
SM-D9CZZ_S68_E1-50,0.38218918
SM-D9CZZ_S69_E1-50,0.486712158
SM-D9CZZ_S70_E1-50,0.465412349
SM-D9CZZ_S71_E1-50,0.180335895
SM-D9CZZ_S74_E1-50,0.424901124
SM-D9CZZ_S75_E1-50,0.730194602
SM-D9CZZ_S77_E1-50,0.837026161
SM-D9CZZ_S81_E1-50,0.390646045
SM-D9CZZ_S82_E1-50,0.318415436
SM-D9CZZ_S85_E1-50,0.39058551
SM-D9CZZ_S90_E1-50,0.417690684
SM-D9CZZ_S91_E1-50,0.601202261
SM-D9CZZ_S93_E1-50,0.376958435
SM-D9D11_S01_E1-50,0.280835117
SM-D9D11_S04_E1-50,0.764083447
SM-D9D11_S09_E1-50,0.381956524
SM-D9D11_S10_E1-50,0.800661698
SM-D9D11_S11_E1-50,0.534314997
SM-D9D11_S14_E1-50,0.73690193
SM-D9D11_S22_E1-50,0.583853578
SM-D9D11_S25_E1-50,0.67241869
SM-D9D11_S27_E1-50,0.609164144
SM-D9D11_S43_E1-50,0.482028
SM-D9D11_S57_E1-50,0.411164308
SM-D9D11_S61_E1-50,0.34145591
SM-D9D11_S62_E1-50,0.563282508
SM-D9D11_S67_E1-50,0.58974607
SM-D9D11_S68_E1-50,0.602936569
SM-D9D11_S69_E1-50,0.656012958
SM-D9D11_S77_E1-50,0.544054059
SM-D9D11_S81_E1-50,0.618620834
SM-D9D11_S82_E1-50,0.078918615
SM-D9D11_S89_E1-50,0.555750901
SM-D9D11_S90_E1-50,0.455521181
SM-D9D11_S91_E1-50,0.439360685
SM-D9D12_S01_E1-50,0.614794134
SM-D9D12_S02_E1-50,0.337279197
SM-D9D12_S03_E1-50,0.507630386
SM-D9D12_S04_E1-50,0.411432411
SM-D9D12_S06_E1-50,0.819496133
SM-D9D12_S07_E1-50,0.379366227
SM-D9D12_S09_E1-50,0.419785163
SM-D9D12_S10_E1-50,0.591245461
SM-D9D12_S13_E1-50,0.611767664
SM-D9D12_S14_E1-50,0.338676155
SM-D9D12_S17_E1-50,0.573793813
SM-D9D12_S18_E1-50,0.42835262
SM-D9D12_S19_E1-50,0.239998871
SM-D9D12_S20_E1-50,0.258638655
SM-D9D12_S22_E1-50,0.381617944
SM-D9D12_S23_E1-50,0.596656697
SM-D9D12_S34_E1-50,0.501590882
SM-D9D12_S36_E1-50,0.86266123
SM-D9D12_S58_E1-50,0.627315828
SM-D9D12_S60_E1-50,0.522746088
SM-D9D12_S61_E1-50,0.457462026
SM-D9D12_S65_E1-50,0.748794159
SM-D9D12_S68_E1-50,0.533085821
SM-D9D12_S71_E1-50,0.239116491
SM-D9D12_S73_E1-50,0.491280313
SM-D9D12_S75_E1-50,0.589768531
SM-D9D12_S78_E1-50,0.237419275
SM-D9D12_S85_E1-50,0.3923704
SM-D9D12_S86_E1-50,0.010613119
SM-D9D12_S90_E1-50,0.552748657
SM-D9D12_S92_E1-50,0.122335241
SM-D9D12_S94_E1-50,0.120675487
SM-D9D15_S03_E1-50,0.000305631
SM-D9D15_S07_E1-50,0.476946602
SM-D9D15_S11_E1-50,0.126309941
SM-D9D15_S12_E1-50,0.292189033
SM-D9D15_S15_E1-50,0.625443029
SM-D9D15_S22_E1-50,0.869366658
SM-D9D15_S27_E1-50,0.298218805
SM-D9D15_S31_E1-50,0.504840726
SM-D9D15_S34_E1-50,0.69753878
SM-D9D15_S37_E1-50,0.513026375
SM-D9D15_S38_E1-50,0.866553818
SM-D9D15_S45_E1-50,0.344975683
SM-D9D15_S51_E1-50,0.43714109
SM-D9D15_S52_E1-50,0.024625282
SM-D9D15_S55_E1-50,0.768917692
SM-D9D15_S57_E1-50,0.540147964
SM-D9D15_S62_E1-50,0.33195145
SM-D9D15_S71_E1-50,0.426543199
SM-D9D16_S02_E1-50,0.839000355
SM-D9D16_S06_E1-50,0.4061724
SM-D9D16_S25_E1-50,0.607979731
SM-D9D16_S33_E1-50,0.33983206
SM-D9D16_S37_E1-50,0.60076096
SM-D9D16_S41_E1-50,0.335338945
SM-D9D16_S57_E1-50,0.253867663
SM-D9D16_S60_E1-50,0.656943149
SM-D9D17_S07_E1-50,0.444391998
SM-D9D17_S19_E1-50,0.254818016
SM-D9D17_S23_E1-50,0.34908481
SM-D9D17_S33_E1-50,0.58180708
SM-D9D17_S35_E1-50,0.54114501
SM-D9D17_S37_E1-50,0.595598555
SM-D9D17_S41_E1-50,0.518207995
SM-D9D17_S45_E1-50,0.390858497
SM-D9D17_S47_E1-50,0.440913814
SM-D9D17_S49_E1-50,0.642471848
SM-D9D17_S62_E1-50,0.869939306
SM-D9D17_S63_E1-50,0.563094027
SM-D9D17_S73_E1-50,0.247607848
SM-D9D17_S83_E1-50,0.569198225
SM-D9D17_S84_E1-50,0.078070909
SM-D9D17_S86_E1-50,0.843914129
SM-D9D6P_S09_E1-50,0.862823698
SM-D9D6P_S23_E1-50,0.206286105
SM-D9D6P_S25_E1-50,0.462692539
SM-D9D6P_S27_E1-50,0.509889216
SM-D9D6P_S29_E1-50,0.312128951
SM-D9D6P_S30_E1-50,0.446184265
SM-D9D6P_S33_E1-50,0.119728011
SM-D9D6P_S36_E1-50,0.793330691
SM-D9D6P_S38_E1-50,0.757046258
SM-D9D6P_S39_E1-50,0.867633855
SM-D9D6P_S42_E1-50,0.897290551
SM-D9D6P_S46_E1-50,0.793265727
SM-D9D6P_S49_E1-50,0.670703067
SM-D9D6P_S51_E1-50,0.613349068
SM-D9D6P_S54_E1-50,0.729492089
SM-D9D6P_S55_E1-50,0.421129694
SM-D9D6P_S59_E1-50,0.278191513
SM-D9D6P_S85_E1-50,0.870990149
SM-D9D6P_S89_E1-50,0.27636675
SM-D9D6Q_S02_E1-50,0.496971509
SM-D9D6Q_S04_E1-50,0.276725043
SM-D9D6Q_S06_E1-50,0.1769931
SM-D9D6Q_S25_E1-50,0.749949313
SM-D9D6Q_S29_E1-50,0.513625785
SM-D9D6Q_S47_E1-50,0.547862042
SM-D9D6Q_S49_E1-50,0.480773338
SM-D9D6Q_S50_E1-50,0.233902584
SM-D9D6Q_S51_E1-50,0.270592735
SM-D9D6Q_S52_E1-50,0.6136364
SM-D9D6Q_S54_E1-50,0.519732493
SM-D9D6Q_S61_E1-50,0.595969875
SM-D9D6Q_S74_E1-50,0.094824988
SM-D9D6Q_S79_E1-50,0.749857397
SM-D9D6Q_S84_E1-50,0.100313449
SM-D9D6Q_S89_E1-50,0.475905411
SM-D9D6Q_S91_E1-50,0.730866929
SM-D9D6Q_S93_E1-50,0.24924934
SM-D9D6S_S05_E1-50,0.567170048
SM-D9D6S_S06_E1-50,0.672668917
SM-D9D6S_S09_E1-50,0.118339058
SM-D9D6S_S15_E1-50,0.416444936
SM-D9D6S_S26_E1-50,0.620888868
SM-D9D6S_S49_E1-50,0.740874533
SM-D9D6S_S51_E1-50,0.280632398
SM-D9D6S_S57_E1-50,0.584639606
SM-D9D6S_S60_E1-50,0.762237227
SM-D9D6S_S61_E1-50,0.554222054
SM-D9D6S_S65_E1-50,0.606817399
SM-D9D6S_S78_E1-50,0.316312395
SM-D9D6S_S91_E1-50,0.318713086
SM-D9D6S_S92_E1-50,0.628485966
SM-D9D6S_S93_E1-50,0.514780185
SM-D9D6S_S95_E1-50,0.62424785
SM-D9D6T_S01_E1-50,0.436956967
SM-D9D6T_S12_E1-50,0.491314571
SM-D9D6T_S15_E1-50,0.745357969
SM-D9D6T_S17_E1-50,0.294289809
SM-D9D6T_S19_E1-50,0.482690959
SM-D9D6T_S20_E1-50,0.310760097
SM-D9D6T_S25_E1-50,0.685537032
SM-D9D6T_S30_E1-50,0.412251126
SM-D9D6T_S33_E1-50,0.301616518
SM-D9D6T_S34_E1-50,0.881824448
SM-D9D6T_S38_E1-50,0.768226828
SM-D9D6T_S50_E1-50,0.551328822
SM-D9D6T_S53_E1-50,0.108409921
SM-D9D6T_S54_E1-50,0.461597613
SM-D9D6T_S57_E1-50,0.533708685
SM-D9D6T_S59_E1-50,0.295336317
SM-D9D6T_S60_E1-50,0.620158764
SM-D9D6T_S61_E1-50,0.40869637
SM-D9D6T_S62_E1-50,0.607026633
SM-D9D6T_S63_E1-50,0.235463102
SM-D9D6T_S68_E1-50,0.600260132
SM-D9D6T_S70_E1-50,0.433995
SM-D9D6T_S71_E1-50,0.472544474
SM-D9D6T_S73_E1-50,0.612205134
SM-D9D6T_S75_E1-50,0.792233729
SM-D9D6T_S79_E1-50,0.339582618
SM-D9D6T_S94_E1-50,0.754022195
SM-D9D6U_S05_E1-50,0.486332991
SM-D9D6U_S15_E1-50,0.461575842
SM-D9D6U_S17_E1-50,0.593713652
SM-D9D6U_S21_E1-50,0.380534634
