,CUX2,COL5A2,PENK,CARTPT,GAD2,RXFP1,LAMP5,CBLN2,SLC17A7,totalReads,area,x,y,experimentName,ROI_ID,layerData,layerCoordinate,lateralCoordinate
27,2,0,0,0,0,0,0,7,38,47,23592,2386.50496,-2447.814056,smFISH_Human_L2-L3_Replicate3,28,2,2582.692923,2239.843039
28,1,0,5,0,15,1,0,3,15,40,38214,2473.50496,-3128.814056,smFISH_Human_L2-L3_Replicate3,29,2,2726.291472,2911.192022
29,4,0,2,0,0,0,1,10,35,52,27675,2401.50496,-3317.814056,smFISH_Human_L2-L3_Replicate3,30,2,2670.335666,3105.547232
30,0,1,1,0,1,0,0,1,2,6,27501,2164.50496,-3401.814056,smFISH_Human_L2-L3_Replicate3,31,2,2441.183316,3209.056654
31,0,5,4,0,5,1,0,4,7,26,34143,2380.50496,-2171.814056,smFISH_Human_L2-L3_Replicate3,32,2,2553.65198,1965.309574
32,0,2,1,0,6,0,0,5,3,17,24618,2338.50496,-1862.814056,smFISH_Human_L2-L3_Replicate3,33,2,2485.979527,1660.899588
33,1,0,2,0,0,0,0,10,21,34,29589,2629.50496,-1808.814056,smFISH_Human_L2-L3_Replicate3,34,2,2771.449767,1582.773139
34,1,0,1,0,0,0,0,9,29,40,32823,2617.50496,-1595.814056,smFISH_Human_L2-L3_Replicate3,35,2,2741.693942,1371.520705
35,0,1,1,0,4,0,0,3,1,10,23574,2542.50496,-1298.814056,smFISH_Human_L2-L3_Replicate3,36,2,2642.139584,1081.826159
36,0,0,0,0,0,0,0,2,16,18,20517,2326.50496,-1331.814056,smFISH_Human_L2-L3_Replicate3,37,2,2429.652353,1132.759219
37,0,0,3,0,1,1,0,8,25,38,21945,2521.50496,-2360.814056,smFISH_Human_L2-L3_Replicate3,38,2,2709.9513,2141.866994
38,2,1,4,0,1,1,0,18,60,87,31011,2863.50496,-2219.814056,smFISH_Human_L2-L3_Replicate3,39,2,3038.97367,1972.783346
39,1,0,3,0,0,1,0,10,31,46,22704,3070.50496,-2021.814056,smFISH_Human_L2-L3_Replicate3,40,2,3228.705354,1758.17932
40,4,3,4,1,3,0,2,19,52,88,30699,3061.50496,-1862.814056,smFISH_Human_L2-L3_Replicate3,41,2,3206.451153,1600.487371
41,1,1,1,1,11,0,1,1,2,19,25836,2089.50496,-695.8140555,smFISH_Human_L2-L3_Replicate3,42,1,2140.338459,518.7865239
42,1,0,1,0,1,0,0,1,3,7,18351,2134.50496,-827.8140555,smFISH_Human_L2-L3_Replicate3,43,1,2196.210708,646.5648156
43,1,0,3,0,1,0,0,15,39,59,24486,2251.50496,-863.8140555,smFISH_Human_L2-L3_Replicate3,44,1,2315.809629,672.6626706
44,0,0,2,0,0,0,0,9,23,34,15900,2314.50496,-1082.814056,smFISH_Human_L2-L3_Replicate3,45,1,2396.888451,885.6326795
45,2,1,2,0,2,1,0,12,54,74,24825,2314.50496,-965.8140555,smFISH_Human_L2-L3_Replicate3,46,1,2387.1122,769.0418354
46,0,0,1,0,0,0,0,12,42,55,24501,2443.50496,-527.8140555,smFISH_Human_L2-L3_Replicate3,47,1,2479.062807,321.7946041
47,1,0,0,0,1,0,0,9,24,35,11934,2059.50496,33.18594446,smFISH_Human_L2-L3_Replicate3,48,1,2049.529808,205.1573888
48,1,0,4,0,1,0,0,9,38,53,27807,2842.50496,-1121.814056,smFISH_Human_L2-L3_Replicate3,49,2,2926.300754,880.3778286
49,0,2,1,0,1,1,0,8,29,42,26217,2746.50496,-1274.814056,smFISH_Human_L2-L3_Replicate3,50,2,2843.4208,1040.864318
50,3,1,5,0,1,0,0,9,40,59,41793,3154.50496,-1466.814056,smFISH_Human_L2-L3_Replicate3,51,2,3266.037078,1198.101341
51,4,1,12,1,1,0,1,19,46,85,34635,2884.50496,-662.8140555,smFISH_Human_L2-L3_Replicate3,52,2,2929.800893,419.4735554
52,2,0,1,0,0,0,0,0,32,35,24552,3343.50496,-602.8140555,smFISH_Human_L2-L3_Replicate3,53,2,3382.182281,321.3303947
53,5,1,6,0,1,0,0,23,40,76,25830,2785.50496,-230.8140555,smFISH_Human_L2-L3_Replicate3,54,2,2795.050175,2.743502678
54,1,9,1,0,0,0,0,6,37,54,20829,2707.50496,-59.81405554,smFISH_Human_L2-L3_Replicate3,55,2,2703.034579,166.6280049
55,5,3,2,2,0,1,2,12,32,59,22863,2995.50496,-743.8140555,smFISH_Human_L2-L3_Replicate3,56,2,3047.180893,490.9153889
56,3,0,0,1,0,0,1,4,16,25,20571,3124.50496,-986.8140555,smFISH_Human_L2-L3_Replicate3,57,2,3196.034293,722.2866602
57,1,1,1,0,0,0,0,24,31,58,25218,2902.50496,-1376.814056,smFISH_Human_L2-L3_Replicate3,58,2,3007.398144,1129.472616
58,0,1,0,0,39,0,0,2,10,52,39480,3457.50496,-2405.814056,smFISH_Human_L2-L3_Replicate3,59,2,3646.438149,2108.499619
59,1,0,0,0,0,0,0,9,25,35,17367,3340.50496,-2705.814056,smFISH_Human_L2-L3_Replicate3,60,2,3554.914615,2417.226752
60,9,0,2,1,1,1,0,16,58,88,31350,3016.50496,-2984.814056,smFISH_Human_L2-L3_Replicate3,61,2,3255.36026,2722.323767
61,3,1,1,0,3,1,0,21,98,128,38628,3160.50496,-3134.814056,smFISH_Human_L2-L3_Replicate3,62,2,3411.390339,2859.7669
62,1,0,1,1,21,0,1,0,4,29,30228,3325.50496,-2900.814056,smFISH_Human_L2-L3_Replicate3,63,2,3556.260822,2612.798191
63,4,2,1,2,3,1,2,10,27,52,22485,3475.50496,-2939.814056,smFISH_Human_L2-L3_Replicate3,64,2,3708.995014,2639.128151
64,3,7,0,1,1,1,1,17,86,117,42075,3790.50496,-3062.814056,smFISH_Human_L2-L3_Replicate3,65,2,4033.171037,2735.377337
65,1,0,2,0,0,0,0,9,37,49,20355,3607.50496,-3092.814056,smFISH_Human_L2-L3_Replicate3,66,2,3853.31773,2780.563484
66,8,1,3,0,2,1,0,20,59,94,37455,3796.50496,-2831.814056,smFISH_Human_L2-L3_Replicate3,67,2,4019.848226,2504.683811
67,13,40,6,12,9,6,10,24,90,210,41553,4090.50496,-2618.814056,smFISH_Human_L2-L3_Replicate3,68,2,4295.022301,2267.862721
68,0,0,1,0,22,0,0,0,2,25,29103,3769.50496,-2597.814056,smFISH_Human_L2-L3_Replicate3,69,2,3973.390145,2273.758181
69,4,2,1,0,1,1,0,10,79,98,43086,3511.50496,-2087.814056,smFISH_Human_L2-L3_Replicate3,70,2,3673.677959,1787.099568
70,0,2,1,0,2,0,0,0,5,10,18369,2773.50496,-2951.814056,smFISH_Human_L2-L3_Replicate3,71,2,3010.452642,2709.743691
71,0,0,0,0,0,0,0,6,11,17,12333,2923.50496,-2462.814056,smFISH_Human_L2-L3_Replicate3,72,2,3119.068368,2209.920098
72,0,0,4,0,14,0,0,0,3,21,25455,3202.50496,-302.8140555,smFISH_Human_L2-L3_Replicate3,73,2,3216.608056,34.16114815
73,1,0,0,0,0,0,0,0,1,2,18690,3355.50496,-422.8140555,smFISH_Human_L2-L3_Replicate3,74,2,3379.09993,140.9571729
74,0,1,0,0,1,0,0,1,2,5,19980,2995.50496,-416.8140555,smFISH_Human_L2-L3_Replicate3,75,2,3019.857525,165.0589273
75,0,1,1,0,13,0,0,1,0,16,23214,3325.50496,-1274.814056,smFISH_Human_L2-L3_Replicate3,76,2,3420.396002,992.4844094
76,0,2,0,0,8,0,0,1,0,11,20232,3328.50496,-1412.814056,smFISH_Human_L2-L3_Replicate3,77,2,3434.916474,1129.751142
77,3,0,1,1,1,0,1,5,36,48,17466,3478.50496,-1574.814056,smFISH_Human_L2-L3_Replicate3,78,2,3597.928262,1278.650963
78,0,1,1,0,0,0,0,0,3,5,19332,3361.50496,-1955.814056,smFISH_Human_L2-L3_Replicate3,79,2,3513.172902,1668.094835
79,4,3,1,2,1,0,2,5,49,67,34488,3643.50496,-1805.814056,smFISH_Human_L2-L3_Replicate3,80,2,3781.653076,1495.056122
80,0,1,1,0,0,0,0,5,51,58,29346,3796.50496,-2021.814056,smFISH_Human_L2-L3_Replicate3,81,2,3952.166489,1697.516429
81,2,1,0,0,0,0,0,12,64,79,29922,4195.50496,-1583.814056,smFISH_Human_L2-L3_Replicate3,82,2,4313.17289,1227.708619
82,4,4,4,1,2,1,2,21,78,117,37833,4192.50496,-1004.814056,smFISH_Human_L2-L3_Replicate3,83,2,4261.803473,650.9840895
83,3,4,5,1,3,3,1,11,63,94,32958,3724.50496,-1250.814056,smFISH_Human_L2-L3_Replicate3,84,2,3815.995291,935.2288165
84,2,0,0,0,13,0,0,1,2,18,23112,4003.50496,-1166.814056,smFISH_Human_L2-L3_Replicate3,85,2,4087.000764,828.2099712
85,3,0,11,3,2,2,4,14,47,86,28929,4135.50496,-1826.814056,smFISH_Human_L2-L3_Replicate3,86,2,4273.687235,1474.872296
86,1,0,7,0,0,0,0,23,37,68,20913,3985.50496,-1712.814056,smFISH_Human_L2-L3_Replicate3,87,2,4114.686216,1373.804615
87,10,5,4,7,4,4,6,27,101,168,39366,4327.50496,-1889.814056,smFISH_Human_L2-L3_Replicate3,88,2,4470.279934,1521.608903
88,2,27,5,1,2,1,1,22,90,151,36255,4729.50496,-2321.814056,smFISH_Human_L2-L3_Replicate3,89,3,4906.971043,1918.507977
89,0,1,1,0,7,1,0,1,1,12,12189,4804.50496,-2165.814056,smFISH_Human_L2-L3_Replicate3,90,3,4968.673762,1756.786691
90,1,0,1,2,7,0,1,0,5,17,32181,4141.50496,-2321.814056,smFISH_Human_L2-L3_Replicate3,91,2,4321.027314,1967.639905
91,2,1,1,0,0,0,0,8,39,51,23475,4270.50496,-2768.814056,smFISH_Human_L2-L3_Replicate3,92,3,4486.926485,2402.297776
92,1,6,0,1,0,0,1,3,22,34,18621,4657.50496,-3137.814056,smFISH_Human_L2-L3_Replicate3,93,3,4903.405914,2737.670531
93,1,0,1,0,1,0,0,17,50,70,26964,3043.50496,-3485.814056,smFISH_Human_L2-L3_Replicate3,94,2,3324.128248,3219.315683
94,1,6,1,0,0,0,0,8,29,45,18624,2659.50496,-3440.814056,smFISH_Human_L2-L3_Replicate3,95,2,2937.711022,3206.559207
95,8,7,2,4,5,2,5,21,110,164,25628,5230.50496,-59.81405554,smFISH_Human_L2-L3_Replicate3,96,2,5217.211499,377.444082
96,6,2,5,1,2,1,1,29,89,136,26943,4801.50496,-341.8140555,smFISH_Human_L2-L3_Replicate3,97,2,4813.275008,60.58399945
97,6,7,1,2,3,1,3,33,111,167,34806,4726.50496,-128.8140555,smFISH_Human_L2-L3_Replicate3,98,2,4720.739498,266.5722983
98,2,1,3,1,1,0,1,0,7,16,37323,4978.50496,-371.8140555,smFISH_Human_L2-L3_Replicate3,99,2,4992.16276,45.47862413
99,0,0,2,0,0,0,0,0,0,2,17985,4732.50496,-860.8140555,smFISH_Human_L2-L3_Replicate3,100,2,4787.882752,462.3665081
100,2,1,0,1,27,1,0,0,8,40,22497,4654.50496,-1004.814056,smFISH_Human_L2-L3_Replicate3,101,2,4722.187831,612.3804321
101,1,0,1,0,16,0,0,0,5,23,27351,4534.50496,-1142.814056,smFISH_Human_L2-L3_Replicate3,102,2,4614.138441,759.9247619
102,0,0,0,0,0,0,0,0,2,2,14010,4474.50496,-857.8140555,smFISH_Human_L2-L3_Replicate3,103,2,4530.53432,480.9348858
103,0,0,0,0,0,0,0,0,3,3,10794,4591.50496,-872.8140555,smFISH_Human_L2-L3_Replicate3,104,2,4648.37853,486.106179
104,7,1,6,2,2,1,1,10,47,77,30204,3985.50496,-470.8140555,smFISH_Human_L2-L3_Replicate3,105,2,4010.907552,136.1479631
105,1,1,1,0,1,0,0,8,23,35,18195,4063.50496,-287.8140555,smFISH_Human_L2-L3_Replicate3,106,2,4073.343722,52.72957565
106,0,0,1,0,4,0,0,3,2,10,23082,4744.50496,-1295.814056,smFISH_Human_L2-L3_Replicate3,107,2,4836.188387,894.8425949
107,1,2,1,0,0,0,2,19,37,62,32649,5158.50496,-1910.814056,smFISH_Human_L2-L3_Replicate3,108,3,5300.12859,1473.099016
108,8,23,8,5,9,4,2,16,87,162,42186,5032.50496,-2378.814056,smFISH_Human_L2-L3_Replicate3,109,3,5213.674223,1949.990662
109,1,0,0,0,0,1,0,2,17,21,26589,4573.50496,-2546.814056,smFISH_Human_L2-L3_Replicate3,110,3,4770.317067,2155.75614
110,7,8,1,2,2,0,2,16,48,86,34098,4915.50496,-3281.814056,smFISH_Human_L2-L3_Replicate3,111,3,5172.535982,2859.609068
111,7,2,1,2,2,2,2,11,52,81,30183,5101.50496,-3335.814056,smFISH_Human_L2-L3_Replicate3,112,3,5362.397644,2897.878495
112,11,10,5,3,3,0,5,9,50,96,34200,5320.50496,-3311.814056,smFISH_Human_L2-L3_Replicate3,113,3,5578.626404,2855.663288
113,0,0,0,0,0,0,0,0,1,1,19809,4789.50496,-2741.814056,smFISH_Human_L2-L3_Replicate3,114,3,5001.855453,2332.025751
114,2,42,5,4,3,5,4,19,70,154,41640,5524.50496,-3425.814056,smFISH_Human_L2-L3_Replicate3,115,3,5791.438581,2952.218852
115,0,0,2,0,22,0,0,1,2,27,35961,5740.50496,-2816.814056,smFISH_Human_L2-L3_Replicate3,116,3,5955.796577,2327.300098
116,0,1,2,0,23,0,0,0,1,27,33069,5752.50496,-2384.814056,smFISH_Human_L2-L3_Replicate3,117,3,5931.657686,1895.808136
117,8,12,4,9,7,3,7,5,34,89,26082,5440.50496,-2447.814056,smFISH_Human_L2-L3_Replicate3,118,3,5626.012904,1984.657823
118,3,5,1,2,1,1,3,9,35,60,29928,5692.50496,-1673.814056,smFISH_Human_L2-L3_Replicate3,119,3,5812.457985,1192.308007
119,2,2,1,1,11,0,1,1,1,20,17628,5854.50496,-1289.814056,smFISH_Human_L2-L3_Replicate3,120,3,5941.805305,796.1145302
120,1,1,0,0,0,0,0,10,25,37,21843,5785.50496,-899.8140555,smFISH_Human_L2-L3_Replicate3,121,3,5840.459099,413.2438646
121,13,11,2,8,2,3,4,5,75,123,44505,5548.50496,-341.8140555,smFISH_Human_L2-L3_Replicate3,122,3,5557.662705,123.0016013
122,1,3,2,0,1,1,0,2,12,22,27612,5377.50496,-467.8140555,smFISH_Human_L2-L3_Replicate3,123,0,5397.788973,16.84613588
123,1,1,1,1,0,0,1,13,34,52,24486,5995.50496,-848.8140555,smFISH_Human_L2-L3_Replicate3,124,3,6045.463274,344.8750977
124,9,11,27,6,5,4,4,20,76,162,33798,6310.50496,-704.8140555,smFISH_Human_L2-L3_Replicate3,125,3,6347.329391,175.0579987
125,12,21,4,8,5,2,7,16,52,127,30243,6418.50496,-1025.814056,smFISH_Human_L2-L3_Replicate3,126,3,6481.77373,485.9112111
126,0,2,2,0,18,1,0,1,6,30,20439,6274.50496,-1064.814056,smFISH_Human_L2-L3_Replicate3,127,3,6341.536057,536.8071346
127,1,2,1,0,1,0,0,10,17,32,13026,6226.50496,-1256.814056,smFISH_Human_L2-L3_Replicate3,128,3,6309.746994,732.1464688
128,18,20,2,7,6,5,7,14,67,146,42270,6667.50496,-329.8140555,smFISH_Human_L2-L3_Replicate3,129,3,6671.746803,228.4607029
129,9,32,3,10,4,6,5,14,121,204,53439,6832.50496,-575.8140555,smFISH_Human_L2-L3_Replicate3,130,3,6856.724983,2.891999977
130,1,1,1,0,19,0,0,2,3,27,38010,7072.50496,-110.8140555,smFISH_Human_L2-L3_Replicate3,131,3,7057.031358,480.5357154
131,6,7,0,2,1,4,7,15,35,77,21456,7372.50496,72.18594446,smFISH_Human_L2-L3_Replicate3,132,3,7340.691181,687.9630636
132,11,22,11,7,14,12,11,27,134,249,65706,6040.50496,-2015.814056,smFISH_Human_L2-L3_Replicate3,133,3,6187.817742,1504.033933
133,4,9,1,1,0,1,2,4,46,68,42222,6562.50496,-2231.814056,smFISH_Human_L2-L3_Replicate3,134,3,6726.04074,1675.661449
134,7,15,2,3,3,1,3,16,48,98,40011,6232.50496,-2816.814056,smFISH_Human_L2-L3_Replicate3,135,3,6446.076024,2286.18971
135,8,4,36,5,6,5,6,5,3,78,31176,6169.50496,-2396.814056,smFISH_Human_L2-L3_Replicate3,136,3,6348.202105,1872.92261
136,1,0,1,0,2,0,0,0,1,5,18372,5917.50496,-2168.814056,smFISH_Human_L2-L3_Replicate3,137,3,6078.032208,1666.77648
137,1,0,0,1,0,0,2,0,1,5,21924,5902.50496,-1598.814056,smFISH_Human_L2-L3_Replicate3,138,3,6015.456775,1100.023169
138,0,0,0,1,0,0,0,0,0,1,24438,6142.50496,-1436.814056,smFISH_Human_L2-L3_Replicate3,139,3,6241.081133,918.5358449
139,10,11,2,8,3,3,7,5,20,69,31032,6613.50496,-1772.814056,smFISH_Human_L2-L3_Replicate3,140,3,6738.509406,1214.005156
140,2,4,2,1,1,0,0,3,26,39,27426,6916.50496,-2144.814056,smFISH_Human_L2-L3_Replicate3,141,3,7071.533261,1559.386267
141,0,6,0,0,9,0,0,0,1,16,17664,6958.50496,-1868.814056,smFISH_Human_L2-L3_Replicate3,142,3,7090.324459,1280.842032
142,0,0,0,0,8,1,0,0,2,11,13968,6724.50496,-2789.814056,smFISH_Human_L2-L3_Replicate3,143,3,6934.099413,2218.173742
143,0,0,2,0,28,0,0,0,5,35,47079,7399.50496,-2882.814056,smFISH_Human_L2-L3_Replicate3,144,3,7614.509764,2254.447068
144,22,22,5,26,11,6,19,10,83,204,44214,7573.50496,-2297.814056,smFISH_Human_L2-L3_Replicate3,145,3,7739.020021,1656.953808
145,11,29,10,12,17,8,9,19,78,193,43203,7576.50496,-1883.814056,smFISH_Human_L2-L3_Replicate3,146,3,7707.416642,1244.150918
146,10,16,4,8,10,4,5,10,58,125,43887,7822.50496,-1514.814056,smFISH_Human_L2-L3_Replicate3,147,3,7921.723574,855.8861383
147,3,6,0,3,0,0,1,4,23,40,21741,8122.50496,-1565.814056,smFISH_Human_L2-L3_Replicate3,148,3,8224.935899,881.6404783
148,16,20,7,10,15,6,10,20,44,148,38964,7462.50496,-1478.814056,smFISH_Human_L2-L3_Replicate3,149,3,7559.974439,850.0928044
149,6,27,5,5,9,6,6,26,107,197,36753,7609.50496,-1163.814056,smFISH_Human_L2-L3_Replicate3,150,3,7680.139695,523.9113962
150,5,21,4,4,5,5,3,15,52,114,29454,7564.50496,-965.8140555,smFISH_Human_L2-L3_Replicate3,151,3,7618.752638,330.3639104
151,0,4,31,0,0,0,0,25,49,109,23862,7840.50496,-1115.814056,smFISH_Human_L2-L3_Replicate3,152,3,7906.321105,456.7774263
152,16,26,3,11,1,8,10,14,81,170,57822,8188.50496,-842.8140555,smFISH_Human_L2-L3_Replicate3,153,3,8230.292876,155.6540439
153,6,6,3,5,30,2,6,2,21,81,51948,7996.50496,-425.8140555,smFISH_Human_L2-L3_Replicate3,154,3,8004.120751,243.8446039
154,10,14,5,9,7,4,10,10,49,118,36555,7834.50496,-179.8140555,smFISH_Human_L2-L3_Replicate3,155,3,7822.13208,475.4479799
155,3,6,2,3,1,2,4,7,33,61,23406,8041.50496,-212.8140555,smFISH_Human_L2-L3_Replicate3,156,3,8031.165593,459.8598268
156,0,0,1,1,0,0,0,0,3,5,30342,8194.50496,-317.8140555,smFISH_Human_L2-L3_Replicate3,157,3,8192.404101,368.0113461
157,8,5,2,4,3,2,5,5,39,73,31305,8623.50496,-431.8140555,smFISH_Human_L2-L3_Replicate3,158,3,8629.429441,290.2562642
158,1,1,2,0,0,1,0,1,1,7,32964,8638.50496,-140.8140555,smFISH_Human_L2-L3_Replicate3,159,3,8620.061694,581.4919854
159,4,9,7,4,14,6,3,7,18,72,22663,8392.50496,-95.81405554,smFISH_Human_L2-L3_Replicate3,160,3,8371.161874,605.7794235
160,1,4,0,1,1,0,1,1,7,16,21312,9181.50496,-161.8140555,smFISH_Human_L2-L3_Replicate3,161,3,9162.917503,605.9372547
161,4,4,1,3,4,4,3,6,16,45,37776,8254.50496,-1991.814056,smFISH_Human_L2-L3_Replicate3,162,3,8392.069868,1295.121115
162,0,0,0,0,0,0,0,0,0,0,14283,8446.50496,-2057.814056,smFISH_Human_L2-L3_Replicate3,163,3,8588.91324,1344.84723
163,1,1,2,0,2,0,0,1,2,9,31332,7951.50496,-2045.814056,smFISH_Human_L2-L3_Replicate3,164,3,8094.641592,1374.250256
164,3,7,2,2,1,0,0,10,74,99,39096,8098.50496,-2486.814056,smFISH_Human_L2-L3_Replicate3,165,3,8277.97647,1801.425071
165,4,17,0,1,1,0,2,18,105,148,49062,7831.50496,-3002.814056,smFISH_Human_L2-L3_Replicate3,166,3,8055.025958,2337.930495
166,13,30,6,10,8,7,11,24,92,201,46842,7702.50496,-3131.814056,smFISH_Human_L2-L3_Replicate3,167,3,7937.256022,2477.258317
167,19,39,9,16,11,5,17,13,99,228,68370,7276.50496,-3191.814056,smFISH_Human_L2-L3_Replicate3,168,3,7517.759232,2572.644074
168,35,30,35,30,23,19,32,28,56,288,47082,6973.50496,-3257.814056,smFISH_Human_L2-L3_Replicate3,169,3,7221.333649,2663.731251
169,1,1,2,2,1,2,1,2,1,13,16566,8227.50496,-2855.814056,smFISH_Human_L2-L3_Replicate3,170,3,8437.358141,2158.355713
170,0,0,0,0,0,0,0,0,1,1,20148,8449.50496,-2480.814056,smFISH_Human_L2-L3_Replicate3,171,3,8627.247656,1766.117301
171,0,0,0,0,0,0,0,0,0,0,12741,8239.50496,-2687.814056,smFISH_Human_L2-L3_Replicate3,172,3,8435.278483,1989.940527
172,1,0,1,0,0,0,0,0,0,2,28278,7789.50496,-2498.814056,smFISH_Human_L2-L3_Replicate3,173,3,7971.059754,1839.202436
173,0,0,0,0,0,0,0,0,1,1,19275,7780.50496,-2348.814056,smFISH_Human_L2-L3_Replicate3,174,3,7949.557573,1690.479014
174,0,0,0,0,1,0,0,1,3,5,17208,7339.50496,-2291.814056,smFISH_Human_L2-L3_Replicate3,175,3,7505.336987,1670.527292
175,1,1,2,1,1,0,1,1,3,11,22029,6613.50496,-3035.814056,smFISH_Human_L2-L3_Replicate3,176,3,6844.042781,2472.58837
176,0,0,0,0,2,0,0,0,0,2,16206,6199.50496,-3215.814056,smFISH_Human_L2-L3_Replicate3,177,3,6446.530949,2686.551787
177,0,0,1,0,0,0,0,0,3,4,20649,7138.50496,-1424.814056,smFISH_Human_L2-L3_Replicate3,178,3,7232.59537,823.3543404
178,5,20,5,6,7,10,7,9,54,123,43554,7528.50496,-3374.814056,smFISH_Human_L2-L3_Replicate3,179,3,7784.169032,2733.947572
179,5,4,1,1,38,1,2,2,3,57,25488,6877.50496,-1538.814056,smFISH_Human_L2-L3_Replicate3,180,3,6982.03368,958.7642353
180,1,3,9,0,3,1,0,23,39,79,22008,6667.50496,-1568.814056,smFISH_Human_L2-L3_Replicate3,181,3,6775.274794,1006.206441
181,0,0,0,0,0,0,1,0,1,2,19770,5674.50496,-113.8140555,smFISH_Human_L2-L3_Replicate3,182,0,5664.17092,360.732542
182,1,3,7,1,1,0,1,3,7,24,17547,6871.50496,-356.8140555,smFISH_Human_L2-L3_Replicate3,183,3,6877.289461,218.6008943
183,0,0,0,0,1,0,0,0,1,2,15270,6853.50496,-227.8140555,smFISH_Human_L2-L3_Replicate3,184,3,6848.573465,345.6457351
184,0,0,0,0,1,0,0,1,4,6,20616,6451.50496,-335.8140555,smFISH_Human_L2-L3_Replicate3,185,3,6457.003514,204.4332221
185,0,2,0,0,2,0,0,1,0,5,16797,8917.50496,-1247.814056,smFISH_Human_L2-L3_Replicate3,186,3,8990.584389,498.3241716
